visitorid,recommendation_timestamp,rank_1_itemid,rank_2_itemid,rank_3_itemid,rank_4_itemid,rank_5_itemid,rank_6_itemid,rank_7_itemid,rank_8_itemid,rank_9_itemid,rank_10_itemid,rank_11_itemid,rank_12_itemid,rank_13_itemid,rank_14_itemid,rank_15_itemid,rank_16_itemid,rank_17_itemid,rank_18_itemid,rank_19_itemid,rank_20_itemid
727722,2015-09-01 03:00:00+00:00,216674,30935,273056,321562,309308,71246,300894,424958,12013,27436,147249,152875,206539,242497,245799,291751,341148,346421,360605,76206
728112,2015-09-01 03:00:00+00:00,13462,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
728199,2015-09-01 03:00:00+00:00,348822,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
728253,2015-09-01 03:00:00+00:00,304742,217099,14086,58252,86659,193348,203592,215116,236946,241261,249452,286870,305842,313621,314992,355299,362479,373934,380211,425201
728387,2015-09-01 03:00:00+00:00,293038,446411,379390,144076,108486,193895,358306,19476,78862,141734,144365,163664,222417,267379,283919,285563,287184,287597,293865,306948
729019,2015-09-01 03:00:00+00:00,184926,37902,66180,70964,135210,153586,174179,200345,215069,227130,249554,286965,299052,308394,331026,365004,387021,408967,421813,439978
729100,2015-09-01 03:00:00+00:00,370343,95406,156955,9166,20213,47472,65135,67086,70798,80443,83269,102713,115211,124278,125499,132324,147221,151574,181057,191224
729114,2015-09-01 03:00:00+00:00,267576,321703,178574,52209,315804,239612,24150,315939,29180,238217,374231,336842,140155,267683,63855,157644,19201,148043,396740,177846
729150,2015-09-01 03:00:00+00:00,410884,427736,110283,109474,361337,73898,101827,315017,362659,4115,44297,71398,96075,151974,275333,279741,319080,330322,402827,421471
729222,2015-09-01 03:00:00+00:00,390816,363663,466135,337286,359369,103645,363210,352559,18841,111473,182523,399730,45840,58775,384603,408043,43215,69414,179013,283919
729479,2015-09-01 03:00:00+00:00,216732,394701,43427,137139,214161,319746,334436,408936,101229,406209,286125,432677,345010,142374,408230,431507,164695,330229,172470,437106
729641,2015-09-01 03:00:00+00:00,172825,259533,338495,360380,63656,285202,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668
729722,2015-09-01 03:00:00+00:00,337101,101670,210628,354022,261320,439988,200378,275147,956,3608,5922,11379,12752,19480,20866,24806,27350,40401,45025,48443
729806,2015-09-01 03:00:00+00:00,317436,58822,62697,108211,133407,171699,227306,320651,357398,370351,402564,429715,71532,81395,87537,143137,215371,252841,274454,336945
729809,2015-09-01 03:00:00+00:00,31249,361288,447823,454946,16192,166613,176719,216009,340295,167587,140848,42144,148310,233822,381175,432535,443112,454369,3608,11379
729844,2015-09-01 03:00:00+00:00,14288,128256,144236,279720,188752,312445,182523,383416,152037,243080,273299,136602,154681,274129,408043,348839,455240,1049,12185,23990
729861,2015-09-01 03:00:00+00:00,374154,276479,53129,199417,144717,83354,162644,241196,290938,286662,259357,392162,187946,461686,5411,370653,257040,309778,298009,219512
729990,2015-09-01 03:00:00+00:00,121816,312906,314824,120357,320788,24855,207087,214515,41191,71816,91592,165755,5471,6133,11475,13393,14866,15230,21095,21335
730206,2015-09-01 03:00:00+00:00,167587,125999,389411,38389,254894,26993,307458,317484,417830,11349,350225,407493,45653,174946,268427,231510,318579,406711,133190,332819
730301,2015-09-01 03:00:00+00:00,210708,121103,27646,111787,143609,157267,161293,216062,279624,286797,287657,350189,424685,447871,453259,457671,15960,61237,85429,103548
730483,2015-09-01 03:00:00+00:00,272248,27644,189186,33182,149383,326583,381173,25818,8200,28833,41191,51906,66798,71816,91592,99955,110126,139340,150976,151119
730730,2015-09-01 03:00:00+00:00,104623,343061,44022,378497,422438,454643,264146,426040,8289,151400,449291,449218,364651,64706,421297,377893,238420,376762,424857,408279
730769,2015-09-01 03:00:00+00:00,125311,370325,216574,82539,317246,83015,455841,446940,298446,355026,297886,342550,117674,60715,443378,443667,214513,316575,62018,424959
730893,2015-09-01 03:00:00+00:00,351778,363612,426364,96815,430124,72934,164884,234234,307269,167653,203111,399748,1171,445989,146069,125831,126556,250628,276915,297645
731015,2015-09-01 03:00:00+00:00,213356,18618,27646,32108,46023,47323,52500,91698,101883,111170,111787,112894,113673,137767,143609,144090,144218,153432,157267,161293
731024,2015-09-01 03:00:00+00:00,285822,391496,195397,10935,14086,14656,19476,27646,31498,58252,62077,63338,78862,86297,89821,93595,98990,108765,111787,121304
731160,2015-09-01 03:00:00+00:00,247908,419902,130188,78633,113029,407932,456857,209145,406578,413463,2837,18814,266959,456735,465060,141891,14599,248495,214703,259608
731221,2015-09-01 03:00:00+00:00,88860,431990,39773,279649,422202,333867,255145,103451,199572,184196,416012,303833,147346,10310,265103,19531,132726,322284,353151,375504
731292,2015-09-01 03:00:00+00:00,47937,309420,167280,81129,133898,16374,453694,186543,3976,397606,441883,214489,443768,359145,419479,18282,236779,116467,9903,110480
731406,2015-09-01 03:00:00+00:00,65273,124868,299038,89323,372394,162652,339703,222196,192413,173640,325554,22436,174724,545,206966,384603,420162,439272,329133,113400
731486,2015-09-01 03:00:00+00:00,202824,268038,432410,180316,165686,287233,326706,35755,262694,29195,33166,133349,381205,389434,111738,362427,60303,87675,152019,161173
731502,2015-09-01 03:00:00+00:00,109661,441966,434432,309557,86057,118440,10259,38715,41191,42925,55820,69213,71816,91592,93229,100445,112962,118998,125420,126709
731625,2015-09-01 03:00:00+00:00,310717,117302,455399,58767,344030,67641,76323,96066,402848,435318,340596,438083,276987,25145,94704,154355,274499,408400,431330,438501
731641,2015-09-01 03:00:00+00:00,107838,356452,373004,407443,360812,215429,181831,324537,38813,265521,363045,137141,311768,423658,444781,401894,6460,19839,20878,21130
731973,2015-09-01 03:00:00+00:00,144415,411373,54001,69058,144090,291561,294760,317883,12315,139967,279637,377866,25810,153520,163980,216806,225229,331580,362528,386849
732212,2015-09-01 03:00:00+00:00,338071,351177,165121,288634,311248,284975,79401,73525,446057,419836,224740,244098,178446,427305,416716,187946,461686,5411,370653,257040
732472,2015-09-01 03:00:00+00:00,453663,23490,54177,75461,434129,257796,203770,63844,432462,61537,161140,303102,205256,404740,332786,240524,366639,227145,259907,339785
732583,2015-09-01 03:00:00+00:00,52826,208082,95909,206925,351061,421788,435033,290988,102525,28833,51906,66798,137130,151119,188126,212958,218696,220904,286625,306432
732622,2015-09-01 03:00:00+00:00,317230,334007,43590,80356,102020,46023,62390,67702,91698,101883,137767,153432,192757,274536,320128,322332,458579,462526,145993,8556
732792,2015-09-01 03:00:00+00:00,67481,231533,285949,292412,305452,342553,324351,189818,54396,241256,315322,438663,375888,264958,102743,41370,122609,13422,23990,30436
733028,2015-09-01 03:00:00+00:00,115818,108576,367437,4390,26938,114698,229789,369108,83659,264352,307611,436677,14680,208673,290369,175109,192036,223099,256310,286724
733337,2015-09-01 03:00:00+00:00,305901,269968,320459,389645,196665,63067,20903,383331,6946,88642,112099,210507,271145,321110,446154,458720,171374,28344,49756,269752
733368,2015-09-01 03:00:00+00:00,350790,282385,465522,101652,448494,408043,182523,174724,337286,384603,93608,10935,14656,62077,63338,86297,89821,93595,98990,108765
733416,2015-09-01 03:00:00+00:00,194052,411865,420070,326594,16303,388674,295299,47037,66474,114957,448518,135414,19476,45722,78862,80735,101025,111325,131771,135043
733433,2015-09-01 03:00:00+00:00,86245,255055,11007,111334,157194,214659,240423,249189,255706,306626,320547,225927,268876,210345,294586,316821,41750,264978,365357,407140
733532,2015-09-01 03:00:00+00:00,375058,20385,37160,191545,295511,449734,34320,128751,160651,317384,325536,279063,282315,302964,329989,442175,236596,74006,116677,187546
733702,2015-09-01 03:00:00+00:00,8775,274036,234962,313304,344118,400962,264577,459654,1214,2166,2405,3058,3637,3701,4388,4547,4682,5389,5611,5626
733708,2015-09-01 03:00:00+00:00,188066,128004,220688,180612,201499,95088,464649,40635,268972,39557,25002,335167,268930,123576,287811,325310,68221,319680,334041,9877
733753,2015-09-01 03:00:00+00:00,186933,386172,77402,93488,130778,452955,151451,27332,28970,57932,65623,87113,100546,152187,368377,371983,448563,130832,21635,92566
733907,2015-09-01 03:00:00+00:00,324573,358557,297084,167151,220642,265369,271558,160710,332514,273040,413660,422769,85737,407467,206858,141911,291164,98558,8198,367616
733924,2015-09-01 03:00:00+00:00,84310,222196,254997,232725,242905,234255,161371,162652,180288,154553,361447,441953,315237,362528,428118,66840,182523,235720,334975,399592
734021,2015-09-01 03:00:00+00:00,111170,226120,149123,112654,213356,422679,138677,190249,211663,382516,185,1157,2759,6847,8661,10126,10629,13984,15413,18539
734228,2015-09-01 03:00:00+00:00,306285,336621,244528,309461,137130,140360,218696,220904,225706,286625,324704,343842,394646,434799,451800,23623,42369,65795,82313,152861
734406,2015-09-01 03:00:00+00:00,89029,335378,65485,165452,390915,438013,37145,131957,198504,273071,339926,369410,113567,301553,405642,101161,244309,256150,293100,78966
734503,2015-09-01 03:00:00+00:00,438938,351649,463792,10935,14656,32193,34724,57041,62077,63338,71238,86297,89821,93595,98990,108765,121304,151282,154722,160054
734788,2015-09-01 03:00:00+00:00,212672,58793,165302,432183,173780,133425,105815,64914,40864,6946,10935,14656,40817,55837,62077,63338,80280,86297,88642,89821
734906,2015-09-01 03:00:00+00:00,152853,315948,242409,39127,88601,229309,298032,276987,404848,26077,463557,130457,221074,264814,266359,323218,410314,267857,1278,113492
735090,2015-09-01 03:00:00+00:00,197873,73906,110389,227880,168656,337480,417432,448044,462002,80897,101021,253403,353515,383636,187401,133116,258982,131042,222550,137925
735187,2015-09-01 03:00:00+00:00,125728,264437,147022,205242,24550,168963,399592,32615,302363,396478,419690,437298,19531,132726,128682,235776,4020,24522,29823,49646
735194,2015-09-01 03:00:00+00:00,143430,436929,116578,25156,101890,169898,171756,289896,387705,92829,244294,272998,288555,429542,162641,153428,233480,311895,185891,205425
735397,2015-09-01 03:00:00+00:00,295703,93851,443735,392392,133224,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255
735525,2015-09-01 03:00:00+00:00,330819,111379,286578,188698,18062,248547,139554,362184,457231,114804,336544,352380,200446,20167,15698,442431,179744,204761,329880,99470
735621,2015-09-01 03:00:00+00:00,91522,256196,145376,244001,463855,221883,91868,123751,254444,291237,346991,355736,120850,313021,30399,42940,200759,84103,234007,12666
735727,2015-09-01 03:00:00+00:00,15786,381613,431541,84254,269797,446645,335230,372756,162722,302363,329635,364049,396478,419690,437298,377960,338817,212274,104116,545
735774,2015-09-01 03:00:00+00:00,157717,171195,361427,107434,60999,61508,93544,108666,147414,242204,274627,455792,17666,30374,49126,64305,163118,242135,274723,406213
735892,2015-09-01 03:00:00+00:00,37029,51650,57788,400998,10935,14656,334520,49621,320130,108486,62077,63338,86297,89821,170751,456169,538,1874,3710,5024
736028,2015-09-01 03:00:00+00:00,3656,351125,226870,1049,13422,30681,44055,352532,361945,134839,323109,164143,70635,80313,99484,131616,133250,140168,142751,143601
736179,2015-09-01 03:00:00+00:00,365673,184465,22257,184903,154679,334994,221638,67045,169260,110310,256668,330559,375458,538,1874,65529,167817,364427,422200,108442
736508,2015-09-01 03:00:00+00:00,387164,3608,11379,19480,23990,24806,30436,40401,45025,49074,49250,56309,59051,63852,68019,68447,70459,83689,101327,104666
736540,2015-09-01 03:00:00+00:00,457313,464767,222285,371928,51650,294995,3707,309918,538,1874,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484
736661,2015-09-01 03:00:00+00:00,161650,163134,449865,452720,331174,419211,270195,260152,66258,94788,380592,397420,440188,454671,375681,262532,270097,255133,46991,136943
736777,2015-09-01 03:00:00+00:00,322366,42925,55820,141384,224036,306609,338466,466210,22985,61712,66986,173654,198699,234294,291068,294543,300696,326884,345220,420355
736830,2015-09-01 03:00:00+00:00,20187,422324,279008,420160,383717,403682,216701,224383,187024,398951,5514,69727,219629,120465,98875,211424,264706,25318,64425,88587
736928,2015-09-01 03:00:00+00:00,332868,463696,109807,332593,294286,232776,397236,333147,238059,108618,17189,350629,187946,461686,5411,370653,257040,309778,298009,219512
737036,2015-09-01 03:00:00+00:00,403039,377683,372333,315571,116323,126015,265270,328561,372533,405371,413144,257420,130305,174252,316217,370478,406064,50645,96482,351508
737053,2015-09-01 03:00:00+00:00,271208,53727,453454,159156,81704,256815,113438,344489,309665,272824,88233,58741,22605,254336,227024,25762,338395,456276,240146,380810
737092,2015-09-01 03:00:00+00:00,57245,22571,122411,323326,266100,64305,103407,174558,244405,396118,358895,416992,349581,428531,144149,166490,187715,191180,371400,261558
737116,2015-09-01 03:00:00+00:00,188160,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962,40322,42613,44931,46978,47645
737216,2015-09-01 03:00:00+00:00,289103,104656,189265,197642,11279,126247,64305,91291,232725,273299,2980,282622,387938,379534,385857,391226,437371,31640,336314,425593
737695,2015-09-01 03:00:00+00:00,243233,283151,28833,51906,66798,151119,188126,392163,435470,8556,10427,33406,70223,92929,142966,201310,257742,315380,403451,420008
737908,2015-09-01 03:00:00+00:00,18519,137123,163958,215129,301844,419175,182540,418457,201651,211417,302810,89218,218203,249148,308518,403998,107943,432640,404250,106216
738019,2015-09-01 03:00:00+00:00,23995,264351,331351,134772,86959,280088,131805,20575,212847,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943
738078,2015-09-01 03:00:00+00:00,65811,145972,167053,316725,62073,73858,132499,154367,226461,308753,332087,347520,368633,369431,356011,125843,207425,215941,253776,269361
738237,2015-09-01 03:00:00+00:00,356612,15247,13850,185847,465428,392175,221918,332078,365889,329279,210087,353243,108442,273512,301119,362087,393774,51005,55350,158677
738287,2015-09-01 03:00:00+00:00,283280,3621,4422,9934,19409,30229,75106,84090,107200,107481,117464,123231,154565,164515,171737,189064,214903,229585,231594,242283
738410,2015-09-01 03:00:00+00:00,246210,411929,291469,315483,217703,244685,197925,430200,78134,94639,138889,372506,450347,179124,199974,285812,112965,2433,137130,218696
738904,2015-09-01 03:00:00+00:00,314304,125466,90075,66090,86659,90268,193348,215116,305842,363994,45649,275923,315055,349177,453612,150955,23093,23236,39483,50855
738908,2015-09-01 03:00:00+00:00,303833,39773,255145,545,372394,297619,415976,203462,56505,337286,350305,375184,385981,455240,458657,180010,182523,235720,291995,44539
738958,2015-09-01 03:00:00+00:00,221152,350361,375981,197159,378289,88444,299311,318909,45870,50676,29855,332311,151733,151023,16304,84651,109121,136202,392096,267684
739274,2015-09-01 03:00:00+00:00,68313,104527,255468,199132,185262,448727,87799,276737,385604,438166,451095,9176,49261,88142,88202,118555,181831,185140,198701,239547
739388,2015-09-01 03:00:00+00:00,229746,409540,9371,315388,88444,299311,318909,26780,150020,356008,332311,370368,267684,414344,127822,210018,181047,224369,313354,350361
739556,2015-09-01 03:00:00+00:00,418390,282528,49544,145403,365202,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,209149
739564,2015-09-01 03:00:00+00:00,111530,128596,35635,397885,442012,264284,45623,103636,111057,153419,230230,102367,229928,235460,179083,227781,459475,274242,131298,313501
739697,2015-09-01 03:00:00+00:00,417992,296989,371585,125318,144936,431028,66466,1605,262186,379074,252518,11898,114341,151849,233343,10935,14656,62077,63338,86297
739725,2015-09-01 03:00:00+00:00,193970,106845,91674,277222,268352,38862,129560,163350,369194,465951,205768,298056,340093,456005,328696,96924,187946,461686,5411,370653
739750,2015-09-01 03:00:00+00:00,339033,104648,406265,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,209149,222930,225137
739839,2015-09-01 03:00:00+00:00,379459,407269,201506,365890,58889,191946,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962
739885,2015-09-01 03:00:00+00:00,183924,368149,41818,96523,58909,351773,402062,318676,452128,310100,52294,463596,195551,43565,283416,309610,344370,441399,246725,81346
739915,2015-09-01 03:00:00+00:00,130352,354733,60873,172309,362697,343379,249504,433330,299856,29080,23990,30436,68447,154436,155733,175058,189892,192120,221792,268487
739921,2015-09-01 03:00:00+00:00,227559,334813,196608,198540,311862,342319,406527,61968,220084,440049,234946,37977,88484,194243,217240,445683,207679,221205,365620,201532
739966,2015-09-01 03:00:00+00:00,312146,347847,361804,392846,464905,229330,108523,444090,431994,465427,207439,298336,409214,449540,235194,280142,289980,440961,168484,170248
740039,2015-09-01 03:00:00+00:00,314937,459309,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
740308,2015-09-01 03:00:00+00:00,289495,26154,354308,185,1157,2759,6847,8661,10126,10629,13984,15413,18539,18699,25864,28690,39839,41838,44113,45379
740522,2015-09-01 03:00:00+00:00,76146,201529,51822,189221,203569,327068,170216,16151,28365,36160,128069,166066,189566,208485,299893,312888,345955,351130,388297,391571
740575,2015-09-01 03:00:00+00:00,152501,110709,410422,36995,199874,435870,192234,302870,139122,33165,47883,65408,67839,70260,81415,96145,115952,148984,156909,157273
740772,2015-09-01 03:00:00+00:00,170403,63910,204761,2653,81947,155462,346886,27646,111787,143609,157267,161293,216062,279624,286797,287657,306629,317221,350189,367507
740836,2015-09-01 03:00:00+00:00,407467,99601,8198,77778,28935,324573,15943,154720,183974,242830,255160,257076,271407,273702,290390,302210,325869,349053,366290,222373
741125,2015-09-01 03:00:00+00:00,326447,365164,243358,73398,74683,91508,131729,133865,186593,239752,245965,246286,273651,392774,403782,115732,209493,370562,383943,425167
741249,2015-09-01 03:00:00+00:00,246372,235269,154687,122604,141767,46345,377419,388526,278708,261051,37029,173009,334520,122537,113070,167817,307755,49621,260530,110310
741639,2015-09-01 03:00:00+00:00,433633,286814,103721,358282,264148,383510,72210,450699,454648,152127,27744,322745,163364,55924,258087,268772,371965,307798,16476,10935
741642,2015-09-01 03:00:00+00:00,124274,198231,241213,119053,340375,99382,382820,244140,337327,219224,337767,278834,144458,165934,226961,163999,36249,248614,80435,255481
741857,2015-09-01 03:00:00+00:00,64990,67414,210956,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
741949,2015-09-01 03:00:00+00:00,67223,243355,375822,109618,120898,68536,232129,110151,40866,23145,23657,24149,83831,158819,217286,235427,340024,369617,408168,442041
741961,2015-09-01 03:00:00+00:00,402869,278660,6821,214262,197852,419156,196860,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530
741983,2015-09-01 03:00:00+00:00,108442,273512,301119,362087,393774,147955,272770,291605,351882,421103,51005,55350,158677,278539,285747,299686,6460,7811,19839,21130
741985,2015-09-01 03:00:00+00:00,195490,432183,105062,49576,165302,240054,212672,26700,51987,94098,98587,116588,129732,254546,281325,320826,360684,402568,72863,173780
742053,2015-09-01 03:00:00+00:00,190304,340939,308573,381449,387249,395807,29183,330894,144513,218856,138993,208574,328845,340878,451360,10935,14656,62077,63338,86297
742153,2015-09-01 03:00:00+00:00,155575,229588,230045,184412,164218,538,1874,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484,60655,61583,64247
742374,2015-09-01 03:00:00+00:00,79313,275269,152056,1761,8052,32431,74763,85742,86659,87299,91889,103089,111393,143459,147267,152400,159834,171054,193348,215116
742417,2015-09-01 03:00:00+00:00,73364,211418,350384,46348,243422,121165,140583,188752,352532,396118,182523,218110,156004,389321,179235,380061,430433,394204,52348,90594
742465,2015-09-01 03:00:00+00:00,106374,157743,302195,290014,158677,458669,25404,177106,97453,425142,35431,63621,108442,119546,126243,127478,145156,44839,188666,229057
742555,2015-09-01 03:00:00+00:00,79473,397230,95598,368134,118266,173516,391466,5754,34321,148756,160694,239476,269490,365404,400735,253934,426601,337145,217588,93439
742612,2015-09-01 03:00:00+00:00,107550,243751,199322,374977,53048,276822,155304,56602,130495,333599,60852,431431,397547,207183,46858,16609,288175,457231,46555,366201
742689,2015-09-01 03:00:00+00:00,396238,13422,21667,46023,91698,101883,131616,133250,137767,140360,143601,153432,158229,203462,224166,225706,283928,322332,324704,329110
742839,2015-09-01 03:00:00+00:00,431386,433504,92967,252040,299344,62453,2543,26702,223415,302321,17812,428585,184967,280188,291123,44250,72428,36297,235159,253298
742907,2015-09-01 03:00:00+00:00,459735,238369,375688,136047,442474,225573,98231,401974,343988,91245,276987,28612,437573,390719,409701,426751,77514,84310,194791,6133
743154,2015-09-01 03:00:00+00:00,20981,415781,111179,425593,126396,272004,9371,10935,14656,44613,62077,63338,86297,89821,93595,98990,108765,121304,138414,151282
743276,2015-09-01 03:00:00+00:00,359844,257040,184872,309778,367664,88606,350399,432152,87557,452852,360487,356647,347414,245052,450455,257575,135900,414410,258608,248327
743297,2015-09-01 03:00:00+00:00,80461,245707,403437,116581,1049,30681,44055,70635,80313,99484,140168,142751,148651,164846,165416,186817,219502,230595,272255,182569
743571,2015-09-01 03:00:00+00:00,24840,346653,393293,284252,254353,46178,50508,110758,251782,434647,313010,41518,64632,188022,261944,268060,275304,286499,320724,322581
743804,2015-09-01 03:00:00+00:00,235869,387451,8052,31305,74763,87299,91889,103089,111393,147267,151206,152400,159834,171054,206392,219579,223008,236576,237975,239070
744250,2015-09-01 03:00:00+00:00,188084,31595,379701,27010,1761,26526,32431,85742,143459,145018,198991,209783,370688,393653,422601,258837,144866,75790,211272,376365
744253,2015-09-01 03:00:00+00:00,31406,99556,3621,4422,9934,19409,30229,75106,84090,107200,107481,117464,123231,154565,164515,171737,189064,214903,229585,231594
744458,2015-09-01 03:00:00+00:00,60628,68689,63318,27646,111787,143609,157267,161293,216062,279624,286797,287657,350189,424685,447871,453259,457671,15960,61237,85429
744611,2015-09-01 03:00:00+00:00,2307,100358,376838,394874,78447,311714,197840,169007,405101,277767,226602,140239,262653,321337,452210,187946,461686,5411,370653,257040
744904,2015-09-01 03:00:00+00:00,38965,9877,412622,252319,250212,241555,367079,37115,325310,283115,346355,292551,18942,265571,82377,401850,381941,431728,319680,239006
744967,2015-09-01 03:00:00+00:00,63543,394961,269995,333528,57804,139794,357583,54751,218882,388132,1974,175058,55759,158641,193544,312445,159884,55049,182523,269955
745045,2015-09-01 03:00:00+00:00,165169,14030,184877,91925,5206,121071,27654,128762,285949,292412,342553,346876,368777,274610,298279,322600,323326,199771,25810,54396
745138,2015-09-01 03:00:00+00:00,185951,211176,378577,398757,283728,58348,37456,222991,224895,131943,354377,16453,25810,99207,165182,211957,214917,371562,366498,12315
745215,2015-09-01 03:00:00+00:00,132686,172411,181623,223508,148266,207861,430851,456228,163403,179129,351892,37416,293050,346203,24250,181899,413548,53536,139469,3051
745504,2015-09-01 03:00:00+00:00,239414,228166,265703,100108,162416,285995,8833,277328,260983,335238,169413,205231,110310,134604,256668,330559,375458,154333,50277,230493
745507,2015-09-01 03:00:00+00:00,292400,304682,36412,127203,228302,308195,309350,434164,244817,51299,270905,64512,15980,60999,61508,93544,108666,125156,139145,147414
745556,2015-09-01 03:00:00+00:00,277682,426665,131291,405223,243022,353140,441896,253710,156195,437036,213500,391020,241535,187946,461686,5411,370653,257040,309778,298009
745642,2015-09-01 03:00:00+00:00,206082,1789,312570,24019,257695,31535,280142,289980,440961,201844,106726,284079,60633,103043,166912,197385,248169,298697,349167,410679
745731,2015-09-01 03:00:00+00:00,76874,221509,359874,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
745763,2015-09-01 03:00:00+00:00,150479,364875,4699,42925,46023,55820,60999,61508,84228,91698,93544,101883,108666,125656,137767,141384,147414,153432,179185,184769
745868,2015-09-01 03:00:00+00:00,62364,377661,14086,58252,372969,151538,228689,236946,241261,286870,314992,355299,362479,380211,425201,3053,13071,16359,33097,39911
746190,2015-09-01 03:00:00+00:00,341548,379092,185,1157,2759,6847,8661,10126,10629,13984,15413,18539,18699,25864,28690,39839,41838,44113,45379,54184
747214,2015-09-01 03:00:00+00:00,5295,289467,433160,372953,169489,39194,225883,143510,150029,159120,234367,418388,384836,321333,388107,51796,265562,86885,358328,264163
747241,2015-09-01 03:00:00+00:00,91105,254477,161623,120763,384302,19752,219512,414983,19531,79971,132726,216142,227861,387476,393028,167237,3858,4115,6946,11873
747279,2015-09-01 03:00:00+00:00,219512,384302,301843,190536,19752,110529,206880,89688,260093,277390,402403,56505,312445,455240,91105,267232,78155,338125,350103,162652
747431,2015-09-01 03:00:00+00:00,133398,396491,66302,417230,143416,270052,433060,239494,390036,50467,46865,425049,131028,423987,67045,68892,280487,332590,251868,451346
747869,2015-09-01 03:00:00+00:00,18013,43953,287068,420434,184562,334856,336609,102992,79646,340771,34320,39522,171994,409983,75077,292416,37046,156199,162003,167681
748368,2015-09-01 03:00:00+00:00,397606,329489,205628,107747,417519,273604,311995,1360,83586,224434,365164,45722,80735,101025,111325,131771,135043,144071,144203,171076
748612,2015-09-01 03:00:00+00:00,66807,330058,160862,54771,16552,251969,58693,72073,246411,3284,11937,89945,102197,207098,349852,465955,434571,46023,91698,101883
748631,2015-09-01 03:00:00+00:00,368978,442605,325557,333191,194151,3222,98341,22161,229382,353334,202458,283919,116531,443795,417271,175058,81981,194731,314019,114953
748751,2015-09-01 03:00:00+00:00,93193,93379,427526,21450,257009,16479,341333,9211,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975
748979,2015-09-01 03:00:00+00:00,436845,157314,248466,60685,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447
749348,2015-09-01 03:00:00+00:00,211529,36928,427678,125145,336756,456355,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668
749356,2015-09-01 03:00:00+00:00,116680,313430,93596,87858,453813,88744,126555,197642,288340,157705,97078,324861,340262,225507,424432,36599,267547,457213,356981,187445
749380,2015-09-01 03:00:00+00:00,406974,189847,24654,304827,414815,41053,283299,65029,119960,444533,447560,134825,94041,115474,237572,133517,379801,60330,198737,365106
749487,2015-09-01 03:00:00+00:00,114174,212153,54781,459375,138414,223911,271527,286455,296423,378968,379535,189665,336544,337070,389687,401076,412149,33880,34937,113732
749944,2015-09-01 03:00:00+00:00,75141,92022,191392,247021,449685,14184,350635,258122,292173,455482,80821,341915,412725,460404,87663,100905,384918,219260,19353,364008
750192,2015-09-01 03:00:00+00:00,25243,384208,202582,257214,205566,306528,285340,91546,16460,254325,122832,126167,251514,457001,153238,263819,203301,57878,103840,177089
750231,2015-09-01 03:00:00+00:00,303715,303828,89044,174815,261979,58638,432478,432925,125318,869,356012,254418,432992,190303,203462,276494,133647,185246,244405,347530
750239,2015-09-01 03:00:00+00:00,43054,196144,94099,97510,199356,264455,6107,179140,222580,371653,99412,115958,394828,460204,25802,153379,179863,234320,244538,297669
750394,2015-09-01 03:00:00+00:00,311995,82695,151783,309850,74570,1360,273604,318076,29310,329489,219876,434813,79971,11791,92420,66969,88647,134136,161240,205418
750425,2015-09-01 03:00:00+00:00,21455,403745,178369,394208,299306,107330,107773,148382,153610,182365,272124,296371,327387,334082,365104,392721,409412,447377,457641,457928
750445,2015-09-01 03:00:00+00:00,379277,398579,335550,408359,211004,19588,446978,351154,41084,234871,190129,454904,327712,430511,234230,167039,261337,318059,371309,462423
750464,2015-09-01 03:00:00+00:00,276035,392641,455570,279869,446454,73917,258310,180231,559,22558,25068,56697,71241,188600,259614,346604,347498,403332,441101,115643
751064,2015-09-01 03:00:00+00:00,219512,190000,91105,384302,255689,254477,368488,182523,222196,408043,277390,19752,312445,120763,161371,338125,383416,129299,7161,273299
751345,2015-09-01 03:00:00+00:00,351435,10935,14656,19208,22558,49416,62077,63338,86297,89821,93595,98990,108765,121304,140360,151282,154722,160054,186780,188600
