visitorid,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20
701946,29100,299222,393028,109618,344071,318333,69533,122604,84160,51354,409804,361554,444225,290465,11663,296749,23257,29173,369093,413816
702070,133907,29196,69533,234255,384302,48030,37029,445351,299222,341482,46232,268883,312728,318333,420960,215596,190000,294807,130815,337327
702108,445351,316753,231482,277490,213834,268335,340960,455183,166306,330035,12217,379390,321905,116624,298868,148360,158603,84160,323381,448044
702328,461686,341482,272770,111530,316753,9877,91755,84160,112782,393028,241555,109618,102306,309778,374092,38965,283115,96924,370653,325310
702347,48030,445351,384302,299222,441852,247909,420960,119736,354233,248455,29196,318333,190000,345279,46156,268883,546,290999,92466,84773
702708,316753,312728,290999,112782,69533,384302,12217,320130,400946,62549,2455,232509,133814,257040,84160,89775,22926,448044,170262,122604
703112,9877,393028,441852,455183,133907,389135,118914,325310,84160,109618,243355,309778,384302,231482,239006,345086,158666,445351,412622,340960
703148,29196,46232,272770,409804,22436,247909,216305,290999,311405,316753,288078,186256,162139,29863,283115,281211,372395,444365,78163,158852
703347,133907,29196,312728,354233,409804,69533,334273,234255,37029,445351,266900,441852,255708,139296,420960,216019,225585,360922,84310,204057
703502,22436,29196,46232,100393,312728,272770,109618,162139,101288,436004,243355,62549,92271,268883,306045,154485,84160,152453,37254,172282
703777,384302,219512,161623,393028,91105,190000,274798,110529,206880,441668,350103,11279,341482,19752,45543,301843,321850,454784,115426,197642
703894,445749,272770,255725,390591,170811,303715,405770,158666,380971,303828,304877,320130,91105,412898,272976,357054,271953,438412,438092,450641
704025,29100,133907,48030,290999,247909,341482,272770,65273,234255,279457,111530,384302,393028,369158,216305,119736,400946,453618,420960,69974
704301,369447,315545,29100,422425,384302,320494,65273,316753,48030,341482,299222,303715,253615,137697,193828,46156,288105,409804,22436,92466
704501,345279,455183,315543,82278,4001,14671,46232,328696,461686,316753,279457,91105,368060,184199,272455,444593,456005,212216,459475,268335
704571,445351,29196,312728,46232,369447,253615,316753,213834,349318,272770,69974,247909,409804,162139,34843,453618,402462,211418,389814,299222
704593,7943,109618,243355,133907,400946,393028,84160,112782,294482,272770,453618,375822,31019,445351,110151,306590,350629,33912,231482,351481
704600,29100,341482,272770,411373,350103,369158,290999,357054,380810,310514,377133,3962,444593,408504,449023,180751,384302,301721,369112,280342
704780,316753,231482,312728,445351,69533,455183,133907,179601,242905,384302,422356,321905,290999,84160,395845,122604,460188,328696,101288,355994
704835,354233,247909,133907,133814,158666,369447,316753,445351,253615,299222,69533,339703,312728,68000,29100,161623,378637,190070,22436,65273
704935,79956,339703,158666,312728,69533,232509,198209,400946,372188,91105,316753,139191,277247,172004,448044,257040,422561,394518,223739,12217
705175,389158,57788,221638,56303,376974,291877,240262,461091,175555,184903,63102,251868,386636,247167,82557,398967,107523,365673,255994,402510
705576,384302,219512,161623,91105,48030,393028,7943,206880,232509,274798,350103,112782,312728,29100,89688,29196,190000,321850,110529,19752
705652,461686,218794,171878,32581,10572,35608,108924,75392,307322,180405,250375,415928,67423,442300,14427,158912,232509,125275,113712,285154
705902,316753,253615,272770,445351,339703,400946,344723,65273,109618,122604,409804,198209,312728,84160,341482,57788,62549,22436,243355,12217
706065,112782,341482,158666,379390,92271,65273,215503,458489,368841,20092,114342,360922,394931,394518,130371,196536,100393,91600,55544,386092
706075,133814,69533,294482,253615,424899,183313,390591,422671,369447,344723,45140,157705,302329,319723,357054,152120,114121,250942,375450,4538
706143,441852,345279,158666,350629,374092,4001,445105,183511,450209,89775,91105,21746,361956,138427,116624,61303,243355,449912,438484,288340
706505,461686,218794,171878,32581,10572,247909,369447,37029,84160,272770,109618,243355,320130,219512,453618,35608,110151,325310,9877,355994
706722,315545,422425,320494,341482,29100,193828,369447,231482,380237,402580,456792,455183,316753,112782,388097,15948,119636,418729,328696,370360
706806,316753,341482,445351,253615,65273,446820,122604,320130,247909,29100,22436,422425,90240,389158,344723,438484,272770,213834,261673,7943
706810,354233,158666,133907,247909,190070,378637,133814,316753,69533,445351,68000,323194,299222,65273,253615,369565,354676,188792,315545,312728
706862,69533,209994,29196,162525,158666,29100,272770,190070,453618,340375,215596,237952,331311,135900,16813,73602,316753,455183,284000,357054
706937,29196,341482,161623,369447,48030,257040,119736,369158,334273,456056,420960,247909,62275,334401,7943,227318,80435,274798,17478,340375
707004,161623,441852,158666,350629,345279,374092,91105,183511,4001,445105,449912,118914,116624,450209,21746,351481,361956,128908,138427,448044
707203,445105,234255,391289,29100,316753,280375,110151,200180,304154,93680,340093,310514,323093,309139,23762,89044,436360,234493,296561,232172
707219,231482,455183,355994,234255,321905,118914,460188,204494,328696,48030,128908,422356,340960,341482,456005,277490,454818,240170,448044,306590
707408,369447,247909,161623,7943,84160,315543,219512,356129,243355,355994,320130,32843,380493,304669,359844,463280,150882,334520,103156,295613
707648,29100,158666,315543,118914,369447,61303,374092,103242,389158,344071,157705,350629,243355,360905,77573,4001,114070,401285,340825,88904
708086,869,303828,118551,254418,266900,308438,58638,272770,341482,303715,400946,432478,374092,276494,438322,369158,89044,432992,453618,368947
708294,374092,399031,382751,424515,367664,372845,272770,292444,432152,212216,120541,243980,2836,257575,118199,360487,400946,89262,29100,186214
708405,231482,316753,445351,339703,312728,290999,232509,7943,306590,65273,68000,415610,204494,253615,190070,314789,100282,384302,321905,304685
708528,268883,312781,299222,80435,446522,138427,29196,428257,200425,324290,76196,161623,318941,158666,190000,159780,243949,48030,303715,57245
708659,445351,247909,231482,299222,7943,65273,68000,12217,339703,261424,369158,340921,377286,109618,243355,73311,184199,190070,388097,334920
708718,461686,29100,96924,354233,298009,48030,218794,91755,142466,32581,7943,161623,227211,389158,12217,171878,63102,445105,308510,152433
709015,341482,231482,219512,441668,355994,179601,303828,204494,89044,461686,276494,308438,869,218626,29100,46156,128908,445105,11663,445351
709094,29196,272770,409804,312728,69974,393028,46232,162139,453618,290999,280328,321089,389814,261673,34843,65273,22436,365673,276591,270532
709263,316753,341482,445351,122604,320130,389158,253615,446820,29100,234255,422425,438484,90240,57788,65273,7943,463617,344723,49621,356455
709493,399031,374092,424515,382751,367664,372845,118199,360487,387318,315543,292444,212216,2836,257575,120541,243980,303828,11663,432152,89262
709551,37029,441852,441668,84160,133907,444824,231482,7943,455183,351481,46156,48030,424186,243355,128908,282385,342530,118914,89775,289633
709777,12217,445351,84160,316753,179601,69533,384302,122604,11663,231482,400946,312728,170262,213834,290999,257200,62549,22926,239608,415610
709830,389158,365673,184903,240262,57788,221638,84160,63102,56303,376974,52571,175555,184465,127537,56323,461091,107523,255202,54172,251868
710064,112782,441668,422671,231482,103900,272770,133907,247909,400946,190000,315543,299222,91105,304537,179601,463663,159542,453618,268883,389814
710177,161623,7943,234255,257040,393028,445351,274798,341482,247909,91105,299222,115426,389814,350103,142466,331311,454784,459848,261673,213834
710195,369447,112782,299222,65273,441852,190000,303715,48030,445351,233734,257040,130815,339703,111530,158666,360487,228644,204057,449912,318333
710203,445351,316753,315545,65273,234255,253615,133907,461686,422425,247909,299222,320494,339703,257040,213834,158666,344723,438484,309778,22436
710305,29100,29196,299222,268335,318333,60980,445351,170262,179601,369447,303715,442131,234493,409804,46232,89775,7943,4001,139515,280375
710412,309778,65273,112782,290999,200242,316753,48030,84310,409804,320130,89775,341482,374092,369447,60980,367664,253615,299222,46156,170262
710660,37029,232509,234255,312728,69533,441668,29100,257040,359491,29196,133907,161623,7943,389158,12217,103156,400946,80435,294807,215503
710700,29196,7943,231482,441668,312728,290999,272770,204494,219512,37029,122604,408504,92465,84160,34843,270532,260256,316753,162139,445351
710944,29196,272770,312728,46232,133907,341482,69974,409804,48030,162139,369447,445351,290999,453618,279457,546,365673,34843,389814,213834
711022,48030,316753,112782,312728,257040,339703,272770,12217,232509,320130,231482,234255,91105,62549,119736,308438,304537,7943,384302,409804
711630,316753,65273,253615,339703,409804,46232,441668,234255,344723,320130,78163,441852,22436,290999,384302,158666,312728,272770,198209,48030
711690,290999,179601,11663,242905,231482,399592,170262,355994,449912,442131,369447,243355,441852,22926,128908,340960,422356,22436,460188,351481
711709,48030,339703,231482,290999,65273,247909,389158,314789,312728,415610,257040,85579,232509,119736,272770,369158,334920,20092,266900,417927
711917,257040,84160,354233,384302,62549,133907,186256,304537,122941,444365,227331,216305,10572,400946,302311,200425,448507,157437,273936,112527
712601,48030,29100,29196,133907,299222,445351,133814,161623,69533,37029,234255,312728,232509,420960,318333,384302,374092,292444,119736,266900
712729,65273,62549,109618,316753,312728,138427,299222,446934,327946,347414,210984,69533,283916,441966,348451,268883,324209,78496,343256,233876
712885,290999,179601,234255,48030,355994,231482,441852,455183,460188,7943,420960,242905,283916,445351,405289,424506,272907,268335,268883,286731
713063,29196,445351,29100,272770,400946,48030,369158,247909,315543,69974,299222,374092,42002,204494,312728,453618,29940,438484,146613,213834
713183,7943,48030,312728,445351,369447,316753,29196,299222,232509,12217,315543,374092,303715,424515,29100,399031,367664,318333,382751,292444
713419,111530,459475,109618,229928,48030,393028,400946,339517,84160,243355,272770,112782,354233,257040,341482,384302,9877,235460,238766,403969
713551,374092,272770,341482,400946,382751,399031,369158,111530,112782,453618,424515,367664,84160,48030,432152,140861,279052,292444,120541,243980
713652,48704,260539,69533,114866,447661,276245,264604,273936,347812,27442,378637,174529,215308,383084,124919,29100,280375,380237,26423,273041
714508,290999,179601,242905,355994,449912,234255,11663,170262,399592,51360,460188,312728,22926,232509,73852,69533,7943,130709,268335,218626
714645,231482,455183,321905,204494,340960,328696,118914,277490,422356,48030,268335,460188,128908,166306,355994,29100,143418,373128,191303,456005
714659,341482,257040,272770,314789,125751,420960,459475,159822,225257,247307,389158,394678,122219,235224,115323,23762,199417,287696,372188,360825
714820,65273,231482,37029,272770,420960,409804,8347,184199,283916,279457,339703,148103,5470,29196,455183,46232,324290,204494,321905,303776
714827,365673,184903,389158,29196,57788,184465,272770,221638,240262,90240,14430,56303,407692,341482,389814,261673,175555,82557,461091,63102
714978,84160,69533,12217,299222,316753,13417,318333,274798,350629,448453,445351,170262,17478,49544,215596,369093,286731,420960,122604,372188
715645,272770,184903,365673,445351,29196,389158,341482,261673,162139,290999,46232,57788,184465,213834,90240,461091,389814,409804,279457,453618
716030,48030,133907,455183,384302,393028,65273,231482,441668,445351,109618,369447,84160,441852,243355,37029,350629,328696,341482,279457,321905
716355,48030,299222,369447,29100,445351,112782,318333,247909,11670,12217,315543,316753,89775,360487,170262,369933,312728,282385,367664,115258
716395,4001,279457,321712,268335,23762,56782,400946,91105,456005,42002,188390,348154,428648,17478,271405,109615,428257,369158,338148,146735
716714,69533,188148,369447,341482,424506,272907,441852,355994,29196,291877,129953,294790,312728,76196,150103,420960,334401,414460,379390,442496
716842,133814,29196,316753,354233,445749,312728,461061,287449,445105,227161,82586,234493,426550,432011,69974,34853,340093,91105,450455,353519
717159,290999,37029,179601,312728,445351,384302,133814,112782,69533,122604,12217,438484,242905,29196,11663,231482,22926,100282,341482,355994
717336,369447,316753,341482,441852,350629,312728,65273,23762,339703,89323,257040,159822,422425,422561,60980,454818,111530,354881,119736,125751
717531,247909,369447,109618,243355,48030,299677,29100,393028,84160,453618,37029,384302,320130,279457,422356,65273,280328,200425,291877,441852
717656,354153,158666,446522,420960,318941,272907,441852,168367,337327,465751,226374,268883,315543,358348,188148,146163,275625,10885,176648,396238
717736,384302,315543,312728,12217,29196,420960,232509,299222,116624,316753,112782,303715,179601,449912,333792,58638,280375,211451,335331,288525
717974,111530,374092,399031,424515,382751,341482,459475,367664,112782,243980,400946,120541,212216,432152,2836,372845,292444,140861,279052,290999
718017,231482,48030,455183,321905,204494,369447,355994,393028,328696,118914,277490,268335,460188,86532,338660,448044,422356,128908,303715,240170
718125,112782,369447,84160,159780,219512,341482,428257,109618,257040,431276,4001,446934,162375,185115,334401,17478,312781,101288,306045,345279
718284,445351,341482,299222,369447,316753,389158,122604,213834,438484,29100,441852,90240,37029,446820,422425,463617,261673,57788,247909,112782
718355,84160,294482,390591,253615,344723,254418,357054,157705,413990,183313,170936,5470,143418,422671,424899,373128,174409,45140,92668,8300
718516,111530,459475,229928,235460,339517,44208,230230,172004,403969,227781,333140,238766,158114,131298,107367,271537,315543,403146,170468,376971
718537,37029,369447,445351,133907,48030,247909,320130,84160,438484,234255,110151,213834,419371,432011,355994,46156,69533,461686,32267,47647
718778,303828,869,303715,266900,58638,254418,118551,308438,432478,89044,438322,276494,133647,432925,432992,185246,368947,421337,454422,330090
719318,29196,69533,133907,445351,158666,37029,312728,29100,190000,266900,337327,315543,303715,228392,420960,213834,384302,369447,345279,204057
719359,461686,312728,342530,453618,272770,179601,314789,184331,420960,335041,29196,409804,287696,321089,57245,187991,257040,379390,445351,369000
719379,869,303828,266900,254418,118551,303715,58638,308438,432478,89044,276494,438322,432992,432925,368947,330090,96127,421337,454422,185246
719619,48030,316753,312728,112782,234255,12217,409804,91105,257040,320130,459475,7943,82278,232509,272770,46232,23762,119736,116624,132683
719624,316753,369447,29100,247909,339703,65273,290999,441852,12217,253615,389158,232509,158666,320130,415610,312728,393028,315543,449912,142466
719875,9877,241555,38965,325310,283115,37115,412622,239006,265571,252319,319680,82377,250212,254418,381941,303828,268972,118551,232509,869
720221,65273,369447,341482,112782,316753,339703,37029,320130,409804,253615,299038,279457,22436,370653,89775,422425,244458,344723,198209,446934
720603,37029,29100,46130,48704,260539,114866,380237,347812,276245,447661,27442,264604,174529,273041,215308,212672,383084,124919,387035,332018
720800,232509,29100,161623,12217,312728,48030,241555,9877,38965,325310,370653,118551,69533,316753,37115,308438,303828,239006,291877,412622
721024,48030,112782,312728,257040,310944,29196,62549,339703,299222,12217,247909,393111,304537,308438,132683,159822,89044,417927,119736,266900
721081,29196,448220,69533,84160,315543,280328,368841,301721,85832,422356,316753,312728,464731,379520,215596,52928,235224,420960,283916,286731
721311,369447,247909,48030,315543,7943,280328,29100,453618,12217,455183,342530,272770,184331,310702,391289,110151,279457,321089,125751,464731
721512,374092,399031,424515,382751,367664,243980,212216,292444,432152,2836,140861,120541,372845,89262,279052,257575,360487,96883,347414,186214
721593,29196,312728,369447,341482,409804,69533,46232,37029,234255,441668,354233,420960,334401,102306,268883,272770,279457,253615,299222,369158
721629,290999,133814,179601,384302,445351,312728,242905,11663,12217,354233,133907,170262,22926,355994,399592,69533,73852,213834,316753,438484
721666,37029,341482,445351,122604,438484,290999,389158,112782,49621,57788,213834,90240,446820,425951,422425,356455,395435,320130,463617,51650
721771,231482,316753,29100,65273,290999,455183,204494,393028,321905,253615,118914,328696,355994,454818,268335,279457,48030,460188,7943,408504
721873,341482,369447,37029,65273,316753,29100,394931,458489,158666,130371,19883,133907,215503,389018,229297,187991,254290,47863,253676,79956
722221,234255,29196,247909,445351,299222,29100,158666,320130,355994,64951,84160,318333,84310,315543,268883,209994,46232,91105,420960,315545
722401,369447,341482,290999,37029,29100,119736,461686,257040,314789,309778,65273,48030,456056,320130,369158,431276,19883,279457,328696,122219
722914,869,303828,266900,254418,118551,303715,58638,308438,432478,276494,89044,438322,432992,432925,368947,330090,96127,454422,421337,185246
723079,341482,29100,445351,369158,119736,456056,150882,301721,101288,428257,400077,57788,340825,338395,334401,428648,438484,439963,268883,76196
723340,37029,461686,316753,445351,65273,320130,409804,122604,253615,29196,339703,312728,218794,46232,389158,213834,198209,438484,57788,171878
723344,48030,316753,384302,320130,257040,234255,231482,112782,7943,339703,102306,272770,65273,62549,119736,253615,409804,9877,389158,244458
723413,445351,369447,247909,29100,299222,316753,232509,234255,315543,209994,318333,158666,12217,161623,441668,339703,253615,312728,65273,441852
723419,303828,303715,869,89044,266900,48030,315543,58638,161623,118551,432478,308438,247909,23762,254418,369447,391289,125751,420960,144704
723593,234255,231482,355994,455183,118914,460188,328696,64951,340960,268335,191303,456005,454818,242905,204494,321905,422356,128908,214790,218626
724120,316753,29196,7943,231482,67811,339703,272770,232509,304685,304537,437778,312728,305588,387373,190070,22436,415610,366177,65273,448220
724132,316753,29100,232509,23762,37029,257040,312728,234255,369447,360825,132683,91105,225585,159822,409804,354233,384302,247879,415610,215172
724334,400946,84160,272770,48030,109618,453618,112782,243355,29100,369158,301721,69974,422561,194791,375822,119736,304537,255725,110151,12765
724785,445351,247909,299222,869,231482,234255,266900,68000,204494,111530,5470,254418,65273,340825,85579,153135,303715,257040,283115,296375
724995,7943,133907,294482,299222,350629,31019,29196,112782,409804,242905,455183,420528,219512,250901,303715,441852,33912,116624,140532,351481
725226,29100,445351,299222,369447,318333,12217,315543,316753,312728,247909,261673,389814,438484,29196,165337,379390,122604,386092,300559,271896
725278,290999,179601,37029,384302,133814,312728,242905,231482,11663,112782,355994,69533,12217,22926,445351,170262,29196,399592,73852,460188
725815,216305,62549,247909,432152,186256,52928,138427,387377,304537,122941,235224,422948,428827,241441,73852,273936,86532,10572,227331,240900
725835,341482,316753,320130,389158,7943,29100,445351,122604,234255,112782,446820,438484,57788,90240,12217,463617,416399,91755,48030,422425
726092,37029,242905,393028,409804,441852,312728,224355,61273,225585,334273,441668,247930,448494,31249,360825,2785,302307,200242,369800,212742
726155,341482,29196,369447,69533,441668,312728,219512,111530,231482,355994,82278,215596,119736,315543,12217,334273,314789,64951,456005,125751
726288,231482,204494,455183,321905,118914,369447,355994,328696,460188,128908,422356,340960,454818,277490,306590,166306,240170,48030,191303,387652
726535,441668,48030,341482,65273,190000,320130,290999,37029,84310,138427,405770,110529,442837,294807,204057,2657,441852,399031,215503,359491
726656,445351,316753,84160,12217,231482,257040,448044,384302,122604,109618,243355,455183,253615,379390,460188,321905,438484,213834,395845,100282
726876,341482,290999,384302,441668,65273,37029,179601,441852,320130,116624,216305,291877,339703,305016,279457,294807,354233,228075,243980,137697
726884,316753,65273,315545,253615,409804,320130,112782,320494,158666,445351,257040,304877,389814,438412,422425,89775,339703,450641,391484,248455
726992,112782,247909,299222,445351,369447,29100,102306,133907,318333,65273,219512,68000,158666,11670,339703,234255,447661,367664,253615,215704
727105,441668,112782,422671,103900,212652,455319,159542,463663,203915,341333,433667,231482,91105,133907,393028,272770,324824,304537,315543,190000
727312,445351,316753,231482,12217,122604,84160,312728,438484,100282,213834,448044,321905,400946,37029,455183,395845,232509,62549,460188,253615
727475,303517,396930,158666,411886,84160,103407,52371,461671,48237,359808,400946,159200,279332,113440,151178,23762,265326,285608,445821,57245
727638,445351,299222,7943,247909,204494,68000,315545,231482,309821,5470,441668,374092,387373,340825,363909,190070,318333,340749,266024,384470
727796,424515,374092,399031,382751,367664,212216,243980,292444,2836,120541,432152,372845,140861,360487,347414,89262,69533,450455,186214,279052
727850,29100,303715,390591,194791,189381,158666,369565,273118,455006,115696,400946,85674,143416,48997,357564,387377,266900,238650,412898,250015
728121,369447,29100,341482,316753,379520,65273,400946,342816,133907,200242,37029,342264,89775,449391,320130,29940,274435,288525,455183,214757
728314,158666,29100,29196,69533,209994,58663,303715,360487,147005,411280,255725,393028,340825,195360,317557,418974,455183,120164,217794,150547
728486,341482,122604,445351,109001,29100,446820,316753,69533,389158,422425,369447,290999,438484,380493,57788,346015,90240,379390,188148,56303
728552,29196,48030,312728,290999,409804,133907,7943,384302,234255,46232,445351,247909,98899,253615,316753,420960,359251,441668,216305,22436
728563,48030,445351,316753,29100,234255,400946,84160,213834,272770,253615,109618,299222,122604,438484,303715,243355,455183,869,261673,389814
728590,445351,133814,290999,84160,133907,213834,179601,438484,355994,69533,315545,56323,299222,444365,327640,243566,365673,29196,389158,231482
728654,869,303828,266900,254418,118551,303715,58638,308438,432478,276494,89044,438322,432992,368947,432925,330090,96127,454422,421337,185246
729222,29100,441852,445105,363663,429595,243355,257575,278586,155214,368403,158666,162046,414654,465522,98467,338125,325652,48247,212917,367032
729420,48030,133907,455183,393028,84160,445351,384302,441668,109618,65273,231482,243355,37029,441852,369447,328696,350629,279457,355994,11279
729479,341482,29100,445351,37029,272770,213834,315545,438484,255725,133907,57788,422425,374092,158666,190000,389158,301721,389814,122604,369158
729589,7943,441668,231482,455183,445351,257040,355994,309778,461686,234255,460188,17478,84160,328696,341482,869,456005,321905,37029,109618
729844,341482,112782,190000,65273,384302,339703,133907,409804,369447,268883,420960,248455,29196,279457,321089,349318,342530,211418,128256,37029
729978,37029,7943,231482,234255,290999,355994,122604,455183,460188,118914,321905,232509,306590,438484,445351,242905,100282,328696,128908,395845
730143,111530,374092,459475,341482,315543,334273,247930,315545,120541,61273,393028,279052,369158,140861,272770,31249,134108,2785,400946,224355
730952,29100,290999,247909,341482,384302,48030,393028,279457,369158,65273,119736,216305,272770,456056,301721,350103,420960,338395,62275,179601
731151,312728,29196,69533,409804,316753,232509,46232,12217,339703,253615,272770,161623,22436,242905,162139,299222,372188,290999,102306,215596
731292,29100,29196,369447,47863,92271,368841,318897,88129,445351,439963,211451,316753,231482,379390,393028,299222,277490,422356,30336,306086
731359,48030,316753,272770,112782,312728,320130,232509,257040,339703,400946,12217,304537,62549,234255,389158,308438,7943,266900,119736,91105
731398,445351,341482,316753,122604,438484,389158,213834,57788,448044,219512,446820,56303,299222,455183,463617,29100,69533,231482,90240,118914
731399,445351,316753,231482,247909,243980,133907,299222,100282,272770,84160,315545,161623,304685,253615,204494,339703,65273,283115,387373,89044
731582,315545,422425,320494,193828,388097,384302,29196,456792,402580,380237,179601,290999,312728,119636,232509,370360,156813,246634,69533,418729
731617,341482,96924,290999,231482,29196,65273,259873,340093,385475,420960,369158,119736,447995,190000,204494,216305,266900,454818,334273,365673
731898,7943,299222,445351,294482,312728,29100,369447,350629,29196,318333,65273,441852,392074,69533,234255,11279,448453,162139,124583,232509
732170,316753,445351,84160,122604,12217,69533,253615,109618,393028,438484,231482,448044,400946,299222,62549,23257,312728,165337,409804,46130
732203,5411,369447,161623,298009,133814,257040,48030,309778,354233,441668,37029,232509,299222,219512,318333,142466,29196,102306,190000,91755
732236,461686,7943,309778,298009,142466,37029,341482,119736,369158,335975,301721,180751,9877,48030,84160,439963,46156,133907,150882,456056
732472,461686,218794,171878,32581,10572,369447,35608,108924,75392,307322,180405,250375,67423,399031,415928,125275,424515,113712,232509,442300
732488,369447,29100,315545,441668,422425,320494,7943,231482,455183,232509,303715,454818,355396,390591,829,181202,218626,315543,118914,306590
732649,37029,29196,312728,409804,122604,46232,320130,234255,69533,272770,14671,438484,334520,48030,342530,213834,389158,51650,190000,46130
732691,272770,400946,84160,29100,453618,384302,109618,243355,48030,69974,112782,9877,247909,374092,285729,194791,325310,369158,375822,186256
732871,341482,29196,234255,379390,69533,158666,48030,354881,219512,215503,331937,247948,196477,253642,169571,369447,91600,445351,19883,333244
733368,112782,369447,89775,231482,179601,290999,441852,315543,190000,268883,420960,449912,204057,282385,283916,303715,422425,228644,170262,448494
733580,341482,290999,119736,48030,399192,247909,441668,456056,65273,339703,441852,320130,116624,369158,244458,417927,420960,431276,366177,92466
733655,29100,390591,158666,303715,412898,194791,189381,369565,381265,273118,421884,143416,387377,455006,357564,114137,238650,447888,51314,333191
733669,5411,187946,102306,316753,369447,303828,272770,374092,400946,133907,869,341482,354233,122604,424515,84160,109618,118551,151444,184903
734021,29100,445351,7943,299222,231482,247909,161623,374092,232509,292444,68000,204494,190070,65273,243980,367664,133814,392074,369158,5470
734633,369447,69533,355994,312728,231482,315543,303833,460188,448044,62549,422356,291877,12217,350629,84160,232509,110151,444365,100282,125751
734686,231482,290999,455183,29100,65273,204494,355994,234255,179601,118914,460188,454818,214790,282806,321905,128908,393028,306590,328696,422356
734846,29100,48030,420960,316753,268883,29196,312728,446522,318333,69533,232509,299222,234255,283916,45420,244458,286731,428257,320130,141480
734989,29196,65273,365673,184465,272770,184903,162139,279457,157743,37029,445351,546,57788,248455,384892,415818,247909,206305,429380,275575
735023,84160,109618,243355,247909,400946,316753,393028,445351,110151,453618,272770,375822,133814,299677,320130,138427,65273,285729,69974,315545
735187,290999,179601,11663,242905,399592,170262,112782,441852,449912,73852,22926,355994,84310,442131,338307,65273,130709,320130,51360,141908
735289,316753,234255,29100,315543,69533,106547,303715,228392,7943,213834,314801,84160,317376,454784,357054,94437,80435,277490,257200,398489
735356,161623,461686,48030,232509,299222,29100,312728,96924,12217,441668,309778,91755,445351,318333,112782,335975,315543,29196,290999,374092
735370,158666,65273,339703,29196,340375,340825,331311,101288,57788,309778,76196,243606,84593,111530,428257,237422,169583,97006,133224,52039
735733,231482,455183,48030,369447,321905,328696,118914,355994,422356,460188,204494,456005,340960,128908,268335,277490,218626,454818,240170,395845
735892,37029,122604,320130,29196,334520,389158,438484,51650,14671,49621,46130,100282,57788,48030,342530,108486,213834,190000,409804,65273
736122,102306,158666,65273,133907,354233,212672,451806,275937,273041,382751,175356,339703,369447,228068,144540,256706,400946,289103,299038,101288
736143,29196,422425,244252,54875,401285,106741,8122,40864,108618,193828,223829,291877,424899,466614,277490,422356,380014,304877,302559,316753
736620,48030,316753,112782,312728,257040,320130,272770,339703,234255,12217,232509,7943,266900,304537,409804,384302,119736,62549,389158,91105
737382,112782,316753,48030,312728,234255,339703,272770,232509,12217,29100,415610,393111,417927,62549,266900,170283,420960,69533,389158,116624
737734,272770,162139,65273,369447,190070,133907,17478,304145,22436,314789,128745,409804,429380,261673,341482,51969,157743,436115,312728,69974
737878,133907,69533,316753,29196,312728,384302,215596,445351,369447,424515,253615,91755,399031,341482,122604,170811,232509,213834,158666,234255
738095,369447,48030,455183,445351,231482,268335,204494,299222,328696,303715,393028,355994,321905,60980,448044,175356,166306,340960,277490,118914
738237,65273,339703,247909,210087,316753,7943,445351,253615,17478,299222,415610,62275,89775,48030,22436,5470,369158,448453,439963,204494
738241,29196,341482,161623,369158,119736,257040,231482,420960,314789,393028,439963,350103,369447,334273,279457,301721,315543,88446,85579,428648
738374,48030,445351,29196,299222,369447,234255,318333,37029,303715,111530,409804,11279,312728,441852,46156,248455,190000,11670,546,420960
738437,346186,211451,306086,84160,230813,379390,107438,223739,379092,130371,136918,34853,49384,215522,46156,270492,354881,63960,104254,47863
738491,29100,390591,194791,189381,400946,158666,369565,273118,455006,48997,115696,357564,143416,387377,238650,250015,412898,184199,333191,51314
738578,272770,162139,17478,291877,157743,466259,445676,429380,128745,69974,290269,151183,297884,150103,344388,190070,453618,400946,266521,52348
738723,309778,29196,312728,272770,341482,400946,69533,84160,69974,453618,46232,409804,369158,194791,5470,301721,12765,304537,272976,255725
738725,354233,298009,29100,316753,369447,102306,232509,7943,69533,142466,133814,12217,215596,315543,158666,314789,180751,374092,354881,400946
738746,9877,241555,325310,38965,102306,412622,283115,37115,239006,265571,252319,82377,319680,250212,268972,381941,322341,269085,220678,308263
739007,29196,119736,369158,445351,439963,456056,338395,301721,69533,341482,186702,334401,428257,71733,268883,146613,25762,420960,372169,213834
739082,290999,869,303828,303715,254418,9877,241555,58638,118551,29100,29196,266900,38965,89044,455183,179601,325310,374092,432478,384302
739151,290999,179601,247909,341482,384302,291877,445351,441852,279457,441668,116624,420960,294807,48030,216305,228075,339808,248455,268883,190000
739183,112782,29100,299222,445351,219512,309778,247909,29196,12217,312728,318333,48030,315543,266900,420960,234255,461686,438484,232509,11670
739215,316753,29100,48030,12217,290999,179601,234255,441852,11663,445351,247909,422425,170262,315543,299222,446820,369447,11670,232509,399592
739282,234255,869,303828,118551,266900,254418,303715,58638,308438,432478,89044,276494,438322,432925,432992,368947,9877,330090,241555,96127
739540,299222,65273,369447,445351,17478,320130,119736,306045,318333,271896,288525,29940,449391,175356,369158,341482,456056,446934,339703,46156
739678,316753,290999,231482,445351,384302,312728,232509,179601,122604,69533,12217,455183,448044,400946,22926,395845,355994,133814,438484,321905
