visitorid,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20
647949,335133,195958,267593,377947,194270,27646,61237,111787,143609,157267,161293,216062,279624,286797,287657,308906,350189,424685,447871,453259
648448,155631,147557,397199,345643,99809,99583,97463,351695,405492,298362,84707,330615,153611,89342,253797,425758,310886,360875,107195,5411
648561,127978,135222,83831,120898,23145,23657,24149,158819,217286,235427,280934,340024,369617,408168,141319,187551,408218,33362,57772,67371
648578,289006,67423,189197,342771,148127,307322,155737,180405,322141,4240,40630,132853,67154,311164,283492,382718,442300,1353,422376,220950
648787,364961,26305,56101,75827,235732,43743,29519,72150,29700,464735,263596,228083,383510,431216,131584,436056,38090,165358,303517,27483
648899,388073,328066,130701,203392,86659,193348,215116,305842,385067,206742,11667,24383,52419,66895,78167,112733,151496,153488,215805,259048
648903,78421,185228,300881,346991,72993,360368,253127,139509,397621,66738,161688,427696,155618,430200,139715,45337,5411,461686,187946,309778
648918,268335,456005,204494,328696,231482,347530,357844,366993,455842,4115,6946,10935,14656,39278,166306,338660,424193,545,139744,203444
649441,170730,219533,179011,362295,140281,251982,52663,244166,456405,81880,74017,326363,362119,424853,336335,397514,15339,431657,291221,336643
649511,234630,121994,14520,196731,121366,439517,317679,222684,16460,271989,17866,259510,289927,399031,453341,276282,409804,46232,2836,274599
649711,82088,313722,175021,233912,199131,13502,107036,217483,307034,399379,433323,10935,14656,29848,40153,62077,63338,86297,89821,93595
649889,376901,89458,150082,423207,90562,287218,417449,10935,14656,31882,62077,63338,86297,89821,93595,98990,108765,116323,121304,126015
649956,295735,12858,26364,109654,124006,85047,189665,389687,401076,412137,43190,151659,246841,264990,281083,299546,329951,135016,362202,47407
649972,247018,111150,229382,22161,128782,27767,449117,98341,408043,152627,81981,180288,97565,267232,182523,125904,242369,440240,2119,17323
650158,335346,466501,28531,159996,179185,230571,328546,375752,181130,220191,397770,461837,201184,375602,424182,408737,23001,75857,99013,99242
650205,114024,161621,243439,105898,378333,167501,121727,46109,304158,385839,141273,34074,195166,234167,290475,257655,365397,30345,344129,87218
650291,422376,67423,131828,307322,351287,260687,379087,289006,442300,311164,180405,382718,220950,12752,254748,431632,1353,350171,445258,285154
650393,9975,185535,295184,18439,266346,379524,454981,174947,323514,461095,83103,319889,301788,303485,312445,203462,10628,30269,35316,43081
650447,151444,225778,161135,42145,339531,331030,331209,54376,9453,396327,447731,388481,28970,37828,57932,58493,87113,100546,131749,152187
650543,51378,287549,401523,148025,240068,376365,138136,400859,280882,104752,427492,439070,256820,266745,347244,320620,228066,446409,183933,362385
650873,451806,173322,403757,34943,327614,121584,368312,254740,6946,10935,14656,56775,62077,63338,86297,88642,89821,93595,98990,108765
650960,325706,128185,144090,187754,291561,374769,408448,910,153520,183979,216806,230586,283098,285376,287741,362528,386849,408364,424069,424463
651103,104247,190749,37902,66180,70964,135210,150953,153586,174179,286965,299052,308394,331026,387021,408967,421813,439978,23657,138732,142755
651148,186702,325536,117075,390285,131611,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,244541,139435,252767,8259
651430,1757,35232,5544,13204,16973,31641,150276,176712,185564,197179,223426,246261,254456,261007,288971,310076,310910,315813,336641,353866
651910,110010,94121,194729,264604,423790,460895,372335,84454,36497,178135,104512,37047,222207,270548,347020,393134,111208,144090,242269,290864
651956,49906,423944,229023,88647,133116,134136,161240,205418,226253,291347,320110,334730,348271,392937,432317,149132,52262,54315,73255,112757
652077,297404,465716,3608,19480,40401,45025,49074,56309,59051,83689,87799,101327,104666,113194,116323,126015,146530,159349,170904,171659
652332,438833,226726,68106,56639,415234,33091,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780
652504,316769,373910,430429,28069,370770,418165,407638,332728,171232,24932,180884,345833,352481,114756,393427,191753,226715,261013,65014,138543
652524,31700,151551,204504,364888,379288,399592,419420,15442,29207,40468,48844,52263,55341,93690,93733,94583,123577,134847,139376,149117
652700,243980,212216,257575,331633,448274,2836,374092,347414,350399,360487,204782,177618,88439,202835,322973,98051,256894,292444,257040,354555
652755,262791,355568,447293,360639,456265,81473,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030
653206,263217,306590,76410,407992,330352,347307,231482,2110,375153,47912,179219,405407,340960,128908,323514,382486,461095,22404,39228,239271
653650,226847,105632,108521,336021,83831,120898,385819,23145,23657,24149,158819,217286,235427,340024,369617,408168,77673,342340,405303,33362
653723,11205,43678,392146,171398,213338,59417,70427,383355,357844,358064,366993,455842,167237,53281,4115,10413,10935,14656,25765,37902
653755,426678,283115,38965,144821,309749,283726,265571,37115,241555,9877,325310,412622,322341,44826,252319,82377,250212,319680,82173,381941
654471,346424,130352,366433,434571,97522,7914,282879,333330,335088,108576,227469,326706,359495,367437,5410,51448,336172,439988,456489,14251
654925,13280,438122,99242,3608,19480,40401,45025,49074,56309,59051,83689,101327,104666,296609,384701,51822,108877,113194,125988,126838
654929,114250,115323,150103,394080,419156,156004,6460,19839,21130,25132,32259,39133,41958,46690,48485,51893,84788,91394,126806,132173
655042,174341,120073,140201,185,1157,2759,8661,10126,10629,13984,15413,18539,18699,24670,25864,27483,28690,33342,34460,36693
655159,130391,426582,112569,153050,250289,374841,121155,281934,347409,152263,172220,397922,13084,18843,20878,30570,30801,53452,73398,112794
655166,174081,206535,258690,36129,84296,93659,160352,343133,439260,447991,124764,105125,371092,234913,41449,118062,136070,240785,264598,426130
655170,342331,421354,220418,258469,392053,211377,132798,247339,22558,23990,24595,30436,49854,68447,81175,93608,132585,138414,140360,155733
655351,80435,439956,340375,88904,237952,43101,337327,391226,227318,25949,242976,79971,448057,73602,425310,10413,16913,28833,40542,51906
655369,261962,287645,126930,314168,210408,46600,289920,104660,92319,461758,30189,64788,327494,239500,10628,35316,43081,43593,67641,76229
655502,193987,338689,452481,76422,21890,391955,341533,277890,184342,269432,13043,105009,67240,305072,140360,211458,225706,324704,343842,378561
656045,9211,103242,152644,246560,284463,446820,538,1874,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484,60655,61583
656069,98595,138861,189367,39897,303597,12980,309550,407573,101735,822,196608,363649,444784,88,266263,21529,365164,277029,4553,299241
656409,363054,157736,60221,353834,329045,350721,147509,454443,377181,79956,133250,224166,329110,383752,396735,455898,16307,32191,72459,102256
656458,294773,400155,330707,25659,91493,195759,211354,222587,226891,265695,272544,309849,347516,401674,446215,465963,139814,36184,67842,68511
656601,198664,369194,396750,80450,35439,111420,179072,183997,226891,272544,309849,322918,678,1761,3621,4422,9934,19409,30229,32431
656708,367301,391167,76261,264453,416996,27151,164923,294325,36599,338504,316696,119025,391630,128147,33451,229084,382702,407271,74926,153445
657059,371456,464106,150914,38189,188349,361195,36574,319269,232406,203301,82281,40121,379976,117283,400321,34843,5411,461686,187946,309778
657104,113520,197775,1536,27340,33165,42925,47883,48352,55820,61712,65408,67839,70260,81415,96145,110709,115952,121577,122760,141384
657142,185677,250235,251466,87799,108877,125988,126838,175241,229605,276737,331080,385604,438166,451095,75931,9176,49261,60673,65902,80162
657259,138378,252319,111094,37115,283115,241555,319680,250212,412622,38965,265571,381941,9877,325310,82377,268972,239006,44826,66466,82173
657531,393799,286217,70449,283493,133250,224166,463557,45623,88601,161913,296030,329110,342322,383752,389170,396735,443720,455898,16628,442012
658497,27774,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
658626,219131,215412,280354,175158,222069,410387,251639,82032,207817,163709,230215,374355,29656,114465,278145,86125,193666,212694,224141,277527
658829,111729,414992,462537,37668,437558,302244,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030
659263,80435,22002,340375,337327,227318,73602,109104,121562,439956,116022,203462,244405,411575,187715,235720,340380,442725,88904,25353,545
659282,162993,194259,87988,237561,33899,207197,332592,466350,117283,233427,361851,6642,126473,292317,10935,14656,62077,63338,86297,89821
659326,82700,83876,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
659428,289633,374554,35439,183997,121835,352673,268755,62955,128618,147540,222196,462444,142608,36138,318697,182848,274151,444763,395017,396750
660010,403792,306805,162731,63439,135703,250224,318785,150185,339820,401111,63769,28687,221749,441250,443101,42813,325306,269177,53516,88975
660310,370615,239495,2790,6808,7947,9491,10935,14656,21547,27483,36622,36973,37972,41868,59195,62077,62480,63338,71670,77315
660420,11791,101081,112467,425167,32781,45722,68032,73398,80735,101025,111325,131771,135043,144071,144203,171076,203710,230877,243086,243358
660505,297420,373287,263083,97076,234934,33085,110922,353082,446303,17131,18554,103856,7781,118764,314778,328674,445746,399871,73622,234270
660566,143185,203780,117286,181493,114712,210975,448690,210662,464166,297884,99192,118960,10259,23990,24595,27646,29731,30436,38715,61237
660777,293525,466066,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
660867,286802,64624,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
660994,322608,18203,145939,23055,18573,411482,465582,64700,74417,133250,224166,329110,383752,396735,455898,349470,29392,303168,173365,393111
661070,125831,446755,399748,88985,191807,259501,32781,37902,45722,66180,70964,80735,101025,111325,131771,135043,135210,138414,144071,144203
661653,341773,147216,461708,222577,138672,14579,53239,90183,436143,38902,399254,2319,399674,394411,458161,39717,159038,438248,61442,37762
662114,441302,122754,1536,33165,47883,65408,67839,70260,81415,96145,110709,115952,148984,156909,157273,161986,165047,165140,166566,168960
662300,227211,221638,63102,415976,97565,455240,86282,182523,232725,399730,408043,438885,310816,267232,273299,345448,382191,17323,180288,356339
662306,128569,143418,453612,27340,42925,48352,55820,61712,141384,224036,306609,314801,152056,215688,258901,422236,437778,25068,27646,56697
662454,416399,428103,128721,309417,202907,145077,195457,61038,264917,17974,58060,101699,125196,169230,273722,380356,397595,439107,458223,458965
662496,309652,81620,365438,255751,18335,32193,39184,120249,126942,132593,173767,182452,198696,198820,218311,218468,234112,237610,302322,358752
662706,45707,462041,238451,211959,329444,151928,22154,52159,137300,152418,206428,232502,233391,280216,407650,222577,220516,88677,8984,200173
662793,167126,169583,113440,545,182523,408043,143622,367690,409017,161371,162652,415263,415976,455937,154553,203462,346786,174724,188752,268312
662821,139256,186352,43646,138578,107511,385857,97565,409511,455240,60503,208182,454372,2980,86282,273299,130094,372394,359306,379534,224949
662956,55160,431652,296554,18763,273746,355948,152349,180753,117283,428085,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943
663044,28069,316769,373910,14717,14766,30110,45809,172637,191658,198179,213022,232304,239344,258683,283207,363634,366296,384866,391299,396155
663677,85331,178080,285949,292412,342553,54396,228136,241256,315322,78267,23990,24595,30436,68447,81175,113094,155733,192120,221792,268487
663810,7989,115651,247781,331555,20401,211084,236385,35477,66405,240926,130981,108903,260136,112581,217099,199892,276599,21635,92566,190285
664297,55034,238822,321946,21747,51822,166066,189221,323383,407125,16151,29310,36160,74708,128069,189566,230589,299893,326714,345955,399491
664448,331567,335331,23990,24595,30436,68447,81175,419168,176810,440443,84991,154553,5514,17561,21547,33344,35087,37972,45714,71670
664691,120397,356828,327795,23990,24595,30436,36463,51855,68447,71920,81175,117247,152675,155733,164821,188674,192120,221792,253393,268487
665388,410303,356762,143621,242156,340304,10628,35316,43081,43593,45714,72030,103272,104530,109635,110289,125968,126845,134802,157083,184202
665648,15616,53066,163932,244589,41518,46178,50508,64632,110758,251782,268060,377978,434647,418842,188022,228986,272525,275304,286499,320724
665707,185087,363447,373315,427345,86929,273251,440900,117789,129031,442386,275079,360845,112594,17322,434930,407945,273079,320239,68599,116485
665719,241688,354134,200278,431858,314124,409342,153244,336416,38361,314073,125318,133647,5411,461686,187946,309778,370653,257040,298009,335975
665732,175758,284808,54027,147196,457531,252925,125890,107517,11371,230720,387035,50478,440013,182304,92712,16885,34891,229449,257038,298336
665834,428980,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
666056,124193,463122,363210,281283,288795,3608,19480,40401,45025,49074,56309,59051,363663,28501,74759,97565,314019,182523,255732,408043
666153,346292,421653,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962,40322,42613,44931,46978
666167,227422,302732,364719,86659,193348,207703,215116,277437,285949,292412,305842,342553,454667,47057,187715,167060,11129,54396,194243,228136
666512,345041,58635,139373,45816,189405,82229,35317,58822,62697,108211,122792,133407,166293,171699,227306,274454,303615,320651,357398,370351
666714,13852,217869,298883,48561,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,152376,154722,160054,186780,192178
666772,380691,421564,164461,76314,204465,293477,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030
666880,1475,95746,91132,312079,169881,270962,446964,457411,319889,269408,466457,61072,382595,399903,370612,366141,321759,343679,273358,390152
667126,190000,255689,359504,41794,97565,2980,19677,55049,175058,214371,283919,425593,131745,73313,358428,1496,2166,2991,3058,3701
667219,6807,369042,439650,56618,292246,20878,53452,112794,118221,125360,125706,185943,197398,283652,286343,328205,346077,238005,154787,10064
667546,144587,352555,250002,210523,454487,184874,211336,309069,456850,350860,416712,294482,5411,461686,187946,309778,370653,257040,298009,335975
667851,406145,149308,205644,255737,668,398905,381567,340949,16915,64537,79801,312163,163991,273057,83978,65284,170314,408521,237298,227161
667908,248744,225345,19789,387167,455240,132726,302363,339417,360903,396478,419690,422022,434571,437298,273299,399730,415677,124,31952,247422
667951,425168,440369,87035,152326,7975,30943,55641,165994,188165,387736,22124,180676,3080,10458,42719,57743,70135,170553,209085,198514
667971,173570,267693,402,3347,12343,13376,13453,16645,17781,17946,20603,25218,27733,28351,29894,31864,36452,38015,38616,39181
668226,146297,114514,97808,181047,5411,46023,49126,60999,61508,93544,101883,108666,137767,147414,153432,242204,322332,366074,464365,273783
668282,44880,72534,97679,111566,210782,219646,242822,264011,344065,347062,379774,421029,227181,283964,404524,406347,455362,459923,466363,48747
668440,54771,16552,2520,26205,35243,114430,212609,339756,446739,216687,7094,46023,101883,137767,153432,322332,346601,359714,399716,294524
668510,422329,233084,296585,155427,196923,206817,448057,234351,10413,22879,28833,51906,57276,91291,142966,151119,189847,230967,291187,315380
668527,238506,396057,73984,153031,371264,23062,28833,51906,127339,142966,151119,315380,435470,10427,28672,152498,186754,201310,257742,12571
668567,47790,296498,228831,395343,168075,113985,235135,30857,265264,327214,230215,440559,425936,296185,13803,214670,85262,129984,275118,463697
669260,301075,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
669494,7943,278100,233298,331780,10935,14656,28833,51906,62077,63338,86297,89821,93595,98990,108765,121304,142966,151119,151282,154722
669840,194537,289492,307018,41191,71816,88479,91592,139340,150976,204844,219032,228675,255575,255840,276143,280080,283137,294939,298461,305052
669861,210359,220761,17731,168188,297333,272957,43497,85322,281141,379922,316980,441257,205425,279430,369011,242389,331360,359583,11131,243539
669907,268276,177458,50927,23711,55044,305496,461686,361142,10628,35316,43081,43593,103272,125968,134802,184202,189387,191235,227993,230475
669911,155902,359509,141733,377324,89541,222529,16089,183802,357341,91133,290967,258135,272410,356279,73586,407303,459834,20627,80303,104820
670407,363814,322618,39504,22484,22124,351571,375019,224968,19276,418176,441264,275457,230215,215355,268897,375955,450641,86125,193666,224141
670445,187946,8339,15980,20567,52951,124036,136915,189367,241825,245176,246125,264049,271458,274035,278534,392509,452087,384528,56651,66659
670518,80435,227318,340375,337327,73602,150990,439956,237952,116022,203462,244405,404485,411575,99013,187715,235720,340380,442725,88904,25353
670914,140687,346471,75781,290388,195315,129247,198436,276799,273323,85500,173012,197766,137697,5411,461686,187946,309778,370653,257040,298009
671264,118782,420536,132165,65764,441653,162084,352742,272324,459989,36868,418269,78705,93753,114864,193579,214563,247323,248545,266838,267711
671309,81554,26518,88126,100965,146801,364729,387070,55391,142106,202780,361980,381528,429006,229305,43766,118969,274734,300261,139605,289760
671492,47366,342367,8788,12601,25714,27694,33100,46385,51219,56070,60840,63348,66378,74147,84664,97727,100742,101404,101750,102601
672024,211438,31480,85897,130597,139079,214598,282104,459108,279388,161246,313258,68585,290566,293301,156153,29519,335413,361678,357318,395091
672343,188346,141203,49802,31389,265489,8718,366697,419461,101075,381444,154812,424899,279166,388755,142608,466861,200214,319992,418277,323175
672658,5981,384837,226008,348093,278663,152965,253236,19528,256862,326984,431425,290340,72630,362310,374889,152,6256,9293,9904,13788
672691,261669,168097,189782,61554,329328,259873,243337,341482,213034,305188,444006,27340,42925,48352,55820,61712,141384,224036,306609,338466
672807,255344,364262,37023,27340,42925,48352,55820,61712,141384,224036,229084,2433,67641,76323,96066,125656,148950,184769,226086,237505
672906,403,272152,463617,20878,53452,112794,118221,125706,538,128721,309417,202907,377923,1874,3710,5024,11227,12320,17817,18274
672991,90389,159822,29082,161371,182523,337170,95448,234261,314019,193987,203444,280393,367690,162652,545,384603,267660,312445,300068,261288
673084,2574,225001,372511,227773,267944,296618,342427,146106,229122,71581,15508,39971,331646,455009,395458,47698,298556,30048,377981,253175
673813,216980,83257,267628,308150,459480,93558,62390,130047,311081,160604,184379,303295,333613,363830,408526,317230,347360,352253,102446,286922
673987,167389,269122,220678,74792,250280,103003,452589,194338,400626,40635,92243,157307,9877,224481,25002,123576,68221,143033,287811,252654
674032,454813,396862,421912,259873,434571,180763,432839,7914,282879,333330,335088,5410,51448,336172,439988,456489,51315,60393,162560,423382
674163,219701,202611,77169,288387,178034,52602,105948,62035,98802,457486,383864,58309,253574,15320,178112,188858,59842,136745,276240,221963
674194,355488,74814,392169,124102,39746,38801,84756,237753,177628,422552,215904,238394,367766,133415,299606,83837,52301,21547,37972,71670
674255,174684,176677,225383,386000,358046,444218,132845,295240,54045,71210,415065,364258,446321,61445,376564,15988,298793,384871,189704,223164
674356,66900,411280,71761,159792,198784,7704,112065,227563,284668,21907,171427,39246,112758,239735,242542,363831,390243,393979,448394,202922
674428,316509,282619,128218,145077,195457,288140,72478,198121,251086,386279,129269,165511,267547,337278,457213,23281,194194,197844,357717,43565
674813,336936,269131,55159,429079,31380,394215,461682,176623,46520,64248,157391,202678,210584,229405,234957,247965,263007,317993,68460,157324
675228,340377,280342,261589,359308,179185,230571,214369,280043,12185,48689,52965,56881,77258,205963,256959,281854,328546,341963,375752,188752
675498,264498,264436,2526,158769,48615,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178
675644,207521,398216,466726,84137,166519,162900,22918,157615,90818,35665,30376,348245,291562,53545,242967,186159,320620,5411,461686,187946
675682,344760,465166,323630,429751,259357,133161,20690,359209,179675,206271,136262,308075,56315,199699,344717,257584,363292,278222,181514,6947
676059,237400,268135,412134,17671,18116,102487,309502,222840,416039,33104,35374,85943,158215,150060,250504,68902,76333,465582,359310,140156
676143,221315,253018,451515,79690,279613,323342,207831,185196,150454,152709,369956,213172,244723,409918,58846,75376,28161,86413,171344,381057
676901,426684,221739,105721,172785,303933,370196,152,6256,7561,9293,9904,13788,18514,30794,31890,35606,43140,60513,63376,65102
677046,38021,407608,163297,272607,313921,232396,264778,338833,221634,355412,401448,43934,261583,65799,75034,60681,124934,241397,407006,333780
677255,294438,466096,189459,43830,152541,150731,369933,62269,112129,349581,355179,50443,64305,85429,220324,362528,367290,368403,222608,287599
677286,146855,279517,231228,64159,43322,142538,169344,260914,10628,27646,35316,41191,43081,43593,61237,71816,91592,103272,111787,125968
677300,257328,109683,97871,37874,49200,150730,221019,229263,18320,28459,143319,355164,359705,366238,71691,252172,260005,343037,167122,249702
678009,91605,215074,226971,252723,385602,171952,409478,138931,68106,423735,369844,375011,116435,78759,237106,313891,346650,44894,5379,174359
678114,241054,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
678140,405770,433823,360292,177036,19542,3923,271876,268863,208270,40,27340,42925,46023,48352,55820,61712,87738,97871,101883,107032
678329,106547,66943,545,455937,203462,235720,43322,206966,211749,296303,357659,372394,408770,163287,258087,268772,357844,371965,155400,162652
678369,297352,399142,395152,80848,239583,133110,324624,156160,19991,404734,56032,80524,170188,195722,305114,258715,243311,443597,99112,183539
678399,121523,259775,65810,363117,66780,189571,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030
678546,222294,450135,6946,88642,112099,210507,219189,271145,289938,313693,321110,324928,378740,428005,446154,57578,64305,68906,69281,99013
678874,122604,382894,93659,235070,245516,17614,136070,240785,264598,282156,397173,432667,334520,198229,321216,426116,37029,262878,299679,49621
679084,442131,141908,130709,378003,11663,86430,137005,224832,120647,28833,51906,142966,151119,315380,435470,290999,49854,125400,10427,28672
679086,141189,84782,538,1874,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484,60655,61583,64247,66439,69213,69617
679428,296200,132232,226054,101351,317473,348185,390178,338719,205927,106386,353705,44025,411425,430895,56568,80136,48043,345799,370227,142584
679444,293498,250405,55925,357054,450819,316390,37313,204955,124211,233084,280495,9629,335378,35986,439262,111179,303828,285949,292412,342553
679570,78290,237222,28970,57932,58493,87113,100546,152187,448563,129781,457330,54153,77289,184036,362932,12715,156642,413466,434434,15648
679689,255725,333289,244285,299046,113523,127237,12765,177152,182351,179185,230571,328546,375752,18418,25490,38854,42293,54868,63029,79942
680031,466109,327432,107195,203462,340380,347530,168944,350960,124313,26145,32823,355464,348839,387167,455240,274746,10935,14656,19208,46023
680162,15582,297566,464014,98341,194151,22161,50180,154553,333191,81981,97565,86282,10716,180288,367690,420162,229382,19677,38623,55049
680168,205215,325642,463137,53422,128105,145556,202716,120621,448943,400025,453213,150641,455694,32103,187959,271113,47889,137728,257140,327304
680488,15266,323613,443875,201941,64360,191927,428921,99675,264152,15312,132726,302363,396478,419690,437298,338262,433305,10628,35316,43081
680761,35287,153539,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178,209149,225137,231407
680969,452386,220784,276874,162173,203606,208391,219405,303826,445535,101131,198348,101984,457043,250659,416007,14431,301895,90240,146896,5411
681006,319822,410044,201545,353130,374282,59798,291341,344997,153339,33698,118212,273025,30075,257504,446910,238678,170464,187520,334996,438986
681237,39359,111045,71380,294918,4545,83831,120898,244381,380527,375980,31100,51671,385284,23145,23657,24149,158819,217286,235427,340024
681458,359491,401285,166050,426779,12040,250015,284648,374896,97565,137582,328087,411766,246818,384603,420162,19677,55049,175058,183358,214371
681476,169968,149132,216782,434534,265810,239567,328122,240470,32781,45722,80735,101025,111325,131771,135043,144071,144203,171076,203710,230877
681510,142589,216651,326232,422039,363353,1049,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,30681,32330,34944
681520,84997,281103,419463,225279,124801,10628,32781,35316,43081,43593,45722,80735,101025,103272,111325,125968,131771,134802,135043,144071
681700,257773,414914,10856,14660,37093,47115,78654,139561,178029,184846,213642,229123,234409,238089,245745,275654,335774,386288,414190,437918
682071,7943,379390,447330,125656,184769,226086,237505,367528,378849,14630,17614,20163,69404,92233,179353,283831,293606,295576,319138,409990
682336,140184,324614,45672,217167,27357,42337,96215,310815,360218,401333,436428,458589,225514,340158,406795,129140,427464,258858,246061,5411
682423,282536,292325,377217,329317,192254,79215,375700,160302,152844,173407,443588,279869,16676,102020,105336,144031,204988,364200,462625,34608
682526,422547,305797,11525,198408,265785,338396,456132,41086,159508,325554,308572,72536,7471,21840,32672,91368,111208,118249,119446,144090
682660,189902,402797,154130,200446,277782,421246,375773,151446,46555,262644,459191,254624,326436,8497,96924,5411,461686,187946,309778,370653
682665,228358,296660,265872,306049,203639,437701,10935,14656,21984,43190,62077,63338,86297,89821,93595,98990,108765,121304,151282,151659
682784,327897,336664,340170,678,1761,32431,49126,60999,61508,85742,93544,108666,143459,147414,242204,285949,292412,311333,342553,455792
682806,198115,23398,68933,204142,285506,188300,322367,331902,12382,105816,490,317403,205633,394103,449881,453254,309594,431537,41942,454001
683073,229845,161244,375312,3016,47880,141898,157388,266823,433618,226902,76100,95531,350862,451349,88841,327071,33914,76108,232549,454879
683536,295084,36811,235611,387517,420278,193301,400579,435296,259352,329918,281406,57782,143823,233320,220011,448020,293946,444950,130628,143362
683748,313501,333897,277920,443689,67909,294037,304729,33711,343187,451515,226591,309291,310798,328030,150454,150955,299991,85842,365237,370979
684038,280111,51478,253772,6609,115043,160118,405405,411597,251938,29284,89637,116982,271978,329309,413979,293950,123123,375551,199446,145477
684399,373468,116508,53082,244582,148360,92840,402,3347,12343,13376,13453,16645,17781,17946,20603,25218,27733,28351,29894,31864
684642,366037,416757,19423,69207,138990,179467,112200,298522,424224,456669,129529,345977,13502,107036,120027,217483,266704,307034,399379,433323
684678,72879,245064,110646,95971,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255
685030,45089,398756,3799,429607,320870,50781,279551,421884,54781,80882,378961,259395,119916,414571,453487,217165,459375,403789,166941,358683
685484,386358,181673,371085,78796,385754,139779,323255,418170,61738,49126,58074,60999,61508,93544,101864,108666,147414,184258,242204,243022
685502,312414,374178,1049,30681,44055,70635,80313,99484,140168,148651,159965,164846,165416,186817,189847,219502,230595,272255,286716,288141
685518,230841,5305,35713,63649,104203,210345,224105,229340,265025,265046,334607,384468,429510,466336,111958,140554,51832,59399,102896,159154
685652,46451,377888,21547,27646,33700,37972,61237,71670,82010,82491,88501,106617,110653,111070,111787,143609,147344,157267,161293,170520
685874,89891,465357,185303,16352,92725,139734,243815,255198,257873,152204,76433,234137,264523,270617,465373,179185,230571,328546,359203,375752
685943,76761,256962,392951,416581,119997,131812,87261,29684,419603,48729,155625,233823,96924,5411,461686,187946,309778,370653,257040,298009
686374,455230,417449,34883,435713,162102,243407,178348,143082,49352,122789,289382,257908,199331,262667,232747,282551,200656,297693,173250,303404
686499,116214,47307,112024,264362,243599,400088,411732,270917,348121,291375,119904,383780,37983,211467,259708,443756,444715,304818,322036,440133
686800,326833,419446,251430,288799,425346,256727,246314,85808,242713,339855,181901,345723,303412,191320,97062,237217,92682,58719,310514,425296
686811,454944,35374,101360,313875,10882,27410,49126,60999,61508,77557,93544,108666,110949,147414,198872,242204,258512,268880,290446,298773
686854,15034,56762,180227,273545,411658,9664,121761,183387,63919,113566,294513,456998,21077,300833,386153,443442,341514,335536,365025,466443
686940,140775,438562,65437,172108,240926,149655,43516,144090,291561,334786,373164,12752,254748,298918,388946,112758,151677,169890,346772,153520
687082,106958,192915,299915,191239,405003,228069,96233,7704,112065,227563,284668,72023,402381,87856,319942,112758,239735,22558,28970,44064
687125,287445,326351,252483,391156,234255,318478,354714,71730,380760,359041,438986,208456,275743,182413,114953,94442,6342,30075,187623,217696
687185,431517,359959,32404,168487,251916,221089,333723,678,1761,32431,85742,143459,391064,17561,35087,74152,87244,144363,176457,203458
687313,370545,395611,291860,28970,57932,58493,87113,100546,152187,159162,171062,232502,364800,448563,129781,457330,116190,8134,270374,444237
687319,16052,142290,22558,47454,66474,114957,181041,188600,403332,164825,7209,29212,151848,162682,228017,249186,256193,302448,330293,402024
687392,205814,239738,401151,445140,271970,59366,197435,212029,292504,358829,31498,151677,169890,178323,192228,305936,346772,251426,263053,312258
688180,230554,303573,124583,122041,120114,151206,206392,440438,137149,188752,67641,76323,96066,140360,225706,238734,268880,290446,298773,299351
688231,151046,239629,425521,18507,18993,3053,13071,16359,17884,33097,39911,42063,49359,54620,55958,56561,58101,58356,60512,66664
