visitorid,recommendation_timestamp,target_itemid,target_event,target_previously_seen,target_cold_at_T,target_rank,history_interaction_count,history_bucket,hit_rate_at_5,recall_at_5,ndcg_at_5,mrr_at_5,precision_at_5,hit_rate_at_10,recall_at_10,ndcg_at_10,mrr_at_10,precision_at_10,hit_rate_at_20,recall_at_20,ndcg_at_20,mrr_at_20,precision_at_20
814817,2015-09-01 03:00:00+00:00,254528,view,False,False,,28,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814868,2015-09-01 03:00:00+00:00,118780,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815001,2015-09-01 03:00:00+00:00,386834,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815058,2015-09-01 03:00:00+00:00,88904,view,False,False,8,9,4-9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.31546487678572877,0.125,0.1,1.0,1.0,0.31546487678572877,0.125,0.05
815224,2015-09-01 03:00:00+00:00,321979,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815595,2015-09-01 03:00:00+00:00,286252,view,False,False,,16,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815805,2015-09-01 03:00:00+00:00,162139,view,True,False,2,22,10+,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
816047,2015-09-01 03:00:00+00:00,417161,view,True,False,7,9,4-9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.14285714285714285,0.1,1.0,1.0,0.3333333333333333,0.14285714285714285,0.05
816197,2015-09-01 03:00:00+00:00,335970,view,True,False,2,5,4-9,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
816286,2015-09-01 03:00:00+00:00,202067,view,True,False,4,16,10+,1.0,1.0,0.43067655807339306,0.25,0.2,1.0,1.0,0.43067655807339306,0.25,0.1,1.0,1.0,0.43067655807339306,0.25,0.05
816495,2015-09-01 03:00:00+00:00,21912,view,False,False,,8,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816589,2015-09-01 03:00:00+00:00,70584,view,False,True,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816773,2015-09-01 03:00:00+00:00,115272,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
817150,2015-09-01 03:00:00+00:00,83360,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817474,2015-09-01 03:00:00+00:00,108185,view,False,False,,9,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817656,2015-09-01 03:00:00+00:00,415887,view,False,False,12,14,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27023815442731974,0.08333333333333333,0.05
817937,2015-09-01 03:00:00+00:00,159464,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817950,2015-09-01 03:00:00+00:00,18457,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
818007,2015-09-01 03:00:00+00:00,279878,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818137,2015-09-01 03:00:00+00:00,49621,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818205,2015-09-01 03:00:00+00:00,207108,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818281,2015-09-01 03:00:00+00:00,50652,view,False,False,3,3,2-3,1.0,1.0,0.5,0.3333333333333333,0.2,1.0,1.0,0.5,0.3333333333333333,0.1,1.0,1.0,0.5,0.3333333333333333,0.05
818751,2015-09-01 03:00:00+00:00,447984,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818871,2015-09-01 03:00:00+00:00,12217,view,True,False,3,3,2-3,1.0,1.0,0.5,0.3333333333333333,0.2,1.0,1.0,0.5,0.3333333333333333,0.1,1.0,1.0,0.5,0.3333333333333333,0.05
819097,2015-09-01 03:00:00+00:00,338660,view,True,False,3,12,10+,1.0,1.0,0.5,0.3333333333333333,0.2,1.0,1.0,0.5,0.3333333333333333,0.1,1.0,1.0,0.5,0.3333333333333333,0.05
819118,2015-09-01 03:00:00+00:00,99884,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819159,2015-09-01 03:00:00+00:00,378151,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819206,2015-09-01 03:00:00+00:00,245085,view,False,False,,8,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819599,2015-09-01 03:00:00+00:00,288781,view,True,False,1,32,10+,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
819698,2015-09-01 03:00:00+00:00,33692,view,True,False,11,57,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987,0.09090909090909091,0.05
819726,2015-09-01 03:00:00+00:00,206767,view,True,False,10,17,10+,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2890648263178879,0.1,0.1,1.0,1.0,0.2890648263178879,0.1,0.05
819735,2015-09-01 03:00:00+00:00,320757,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820011,2015-09-01 03:00:00+00:00,367102,view,True,False,4,4,4-9,1.0,1.0,0.43067655807339306,0.25,0.2,1.0,1.0,0.43067655807339306,0.25,0.1,1.0,1.0,0.43067655807339306,0.25,0.05
820153,2015-09-01 03:00:00+00:00,364612,view,False,False,,8,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820805,2015-09-01 03:00:00+00:00,105738,view,True,False,1,8,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
820907,2015-09-01 03:00:00+00:00,391470,view,False,False,2,2,2-3,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
821091,2015-09-01 03:00:00+00:00,384302,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821401,2015-09-01 03:00:00+00:00,165483,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821544,2015-09-01 03:00:00+00:00,52039,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821773,2015-09-01 03:00:00+00:00,274974,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821844,2015-09-01 03:00:00+00:00,432810,view,False,False,13,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26264953503719357,0.07692307692307693,0.05
821885,2015-09-01 03:00:00+00:00,19132,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821902,2015-09-01 03:00:00+00:00,138973,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821982,2015-09-01 03:00:00+00:00,413250,view,False,False,,21,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822136,2015-09-01 03:00:00+00:00,434082,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822343,2015-09-01 03:00:00+00:00,317597,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822449,2015-09-01 03:00:00+00:00,230911,view,False,False,,10,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822745,2015-09-01 03:00:00+00:00,76941,view,False,False,,23,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822884,2015-09-01 03:00:00+00:00,187946,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822921,2015-09-01 03:00:00+00:00,17114,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823021,2015-09-01 03:00:00+00:00,256117,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823257,2015-09-01 03:00:00+00:00,6257,view,False,False,,15,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823349,2015-09-01 03:00:00+00:00,400600,view,False,False,,9,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823367,2015-09-01 03:00:00+00:00,347140,view,False,False,,56,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823665,2015-09-01 03:00:00+00:00,17114,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823761,2015-09-01 03:00:00+00:00,383918,view,False,True,,29,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823982,2015-09-01 03:00:00+00:00,146954,view,False,False,,78,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824157,2015-09-01 03:00:00+00:00,142800,view,True,False,2,6,4-9,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
824213,2015-09-01 03:00:00+00:00,116475,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824303,2015-09-01 03:00:00+00:00,464574,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824404,2015-09-01 03:00:00+00:00,407578,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824640,2015-09-01 03:00:00+00:00,279680,view,False,False,,10,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824775,2015-09-01 03:00:00+00:00,433759,view,True,False,3,17,10+,1.0,1.0,0.5,0.3333333333333333,0.2,1.0,1.0,0.5,0.3333333333333333,0.1,1.0,1.0,0.5,0.3333333333333333,0.05
824790,2015-09-01 03:00:00+00:00,351101,view,True,False,1,7,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
824978,2015-09-01 03:00:00+00:00,111530,view,True,False,5,8,4-9,1.0,1.0,0.38685280723454163,0.2,0.2,1.0,1.0,0.38685280723454163,0.2,0.1,1.0,1.0,0.38685280723454163,0.2,0.05
825148,2015-09-01 03:00:00+00:00,80956,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825321,2015-09-01 03:00:00+00:00,198784,view,True,False,,887,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825364,2015-09-01 03:00:00+00:00,312781,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
825557,2015-09-01 03:00:00+00:00,158220,view,False,False,,16,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825589,2015-09-01 03:00:00+00:00,130054,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825683,2015-09-01 03:00:00+00:00,252387,view,True,False,2,3,2-3,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
826005,2015-09-01 03:00:00+00:00,39421,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826443,2015-09-01 03:00:00+00:00,27516,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
826505,2015-09-01 03:00:00+00:00,205830,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826833,2015-09-01 03:00:00+00:00,381371,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826988,2015-09-01 03:00:00+00:00,79975,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827075,2015-09-01 03:00:00+00:00,184199,view,True,False,,45,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827098,2015-09-01 03:00:00+00:00,137163,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827305,2015-09-01 03:00:00+00:00,211301,view,True,False,2,8,4-9,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
827337,2015-09-01 03:00:00+00:00,391436,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827571,2015-09-01 03:00:00+00:00,298009,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
827774,2015-09-01 03:00:00+00:00,67781,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828389,2015-09-01 03:00:00+00:00,405511,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828435,2015-09-01 03:00:00+00:00,109606,view,False,True,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828542,2015-09-01 03:00:00+00:00,98428,view,True,False,1,5,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
829349,2015-09-01 03:00:00+00:00,243606,view,False,False,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829388,2015-09-01 03:00:00+00:00,161519,view,False,False,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829446,2015-09-01 03:00:00+00:00,446358,view,False,False,3,2,2-3,1.0,1.0,0.5,0.3333333333333333,0.2,1.0,1.0,0.5,0.3333333333333333,0.1,1.0,1.0,0.5,0.3333333333333333,0.05
829886,2015-09-01 03:00:00+00:00,406082,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
829936,2015-09-01 03:00:00+00:00,247267,view,False,True,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830203,2015-09-01 03:00:00+00:00,150403,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830318,2015-09-01 03:00:00+00:00,15238,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830390,2015-09-01 03:00:00+00:00,224247,view,False,False,,15,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830465,2015-09-01 03:00:00+00:00,454401,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831021,2015-09-01 03:00:00+00:00,254326,view,True,False,2,3,2-3,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
831250,2015-09-01 03:00:00+00:00,220445,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831653,2015-09-01 03:00:00+00:00,450109,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831686,2015-09-01 03:00:00+00:00,43757,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
831865,2015-09-01 03:00:00+00:00,361499,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831915,2015-09-01 03:00:00+00:00,75972,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832011,2015-09-01 03:00:00+00:00,320779,view,False,False,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832083,2015-09-01 03:00:00+00:00,462466,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832090,2015-09-01 03:00:00+00:00,111530,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
832216,2015-09-01 03:00:00+00:00,364652,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832384,2015-09-01 03:00:00+00:00,125029,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
832773,2015-09-01 03:00:00+00:00,195852,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
833023,2015-09-01 03:00:00+00:00,235498,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833318,2015-09-01 03:00:00+00:00,58547,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833365,2015-09-01 03:00:00+00:00,9877,view,True,False,2,3,2-3,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
833986,2015-09-01 03:00:00+00:00,150884,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834015,2015-09-01 03:00:00+00:00,298747,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834109,2015-09-01 03:00:00+00:00,341574,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834129,2015-09-01 03:00:00+00:00,346224,view,False,False,,13,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834384,2015-09-01 03:00:00+00:00,462041,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834634,2015-09-01 03:00:00+00:00,376077,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834658,2015-09-01 03:00:00+00:00,176363,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
834716,2015-09-01 03:00:00+00:00,162007,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
835018,2015-09-01 03:00:00+00:00,388223,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835187,2015-09-01 03:00:00+00:00,324908,view,False,False,,12,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835212,2015-09-01 03:00:00+00:00,68814,view,False,False,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835380,2015-09-01 03:00:00+00:00,268048,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835701,2015-09-01 03:00:00+00:00,56530,view,False,True,,9,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835765,2015-09-01 03:00:00+00:00,446534,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835779,2015-09-01 03:00:00+00:00,355741,view,False,False,,72,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836030,2015-09-01 03:00:00+00:00,233427,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836036,2015-09-01 03:00:00+00:00,451607,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836510,2015-09-01 03:00:00+00:00,131662,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836668,2015-09-01 03:00:00+00:00,76553,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836841,2015-09-01 03:00:00+00:00,436056,view,True,False,4,7,4-9,1.0,1.0,0.43067655807339306,0.25,0.2,1.0,1.0,0.43067655807339306,0.25,0.1,1.0,1.0,0.43067655807339306,0.25,0.05
836844,2015-09-01 03:00:00+00:00,212277,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
837052,2015-09-01 03:00:00+00:00,336645,view,False,False,,32,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837126,2015-09-01 03:00:00+00:00,280183,view,False,False,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837153,2015-09-01 03:00:00+00:00,32198,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837197,2015-09-01 03:00:00+00:00,92976,view,False,False,,25,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837504,2015-09-01 03:00:00+00:00,211954,view,False,False,,7,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837576,2015-09-01 03:00:00+00:00,67820,view,True,False,2,15,10+,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
837608,2015-09-01 03:00:00+00:00,132972,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837616,2015-09-01 03:00:00+00:00,68918,view,False,False,,7,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837657,2015-09-01 03:00:00+00:00,134767,view,True,False,8,32,10+,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.31546487678572877,0.125,0.1,1.0,1.0,0.31546487678572877,0.125,0.05
837744,2015-09-01 03:00:00+00:00,462133,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
